1234567890,,100
Plane 1,Plane 2,Plane 3,Plane 4,Plane 5,Plane 6,Plane 7,Plane 8,Plane 9,Plane 10,Plane 11,Plane 12,Plane 13,Plane 14,outlet,inlet
 5.00728607e+002, 1.04651062e+003, 7.83825989e+002, 7.26616211e+002, 1.11745056e+003, 1.40792493e+003, 1.53419885e+003, 1.49139063e+003, 1.32947998e+003, 1.15496716e+003, 9.12751465e+002, 6.59171875e+002, 3.99166840e+002, 1.33727020e+002, 1.22957717e-004, -8.70441284e+002
 2.97788281e+003, 1.60686340e+003, 6.07805054e+002, 2.82569519e+002, 5.22558350e+002, 8.48998108e+002, 1.15577893e+003, 1.33540381e+003, 1.34086243e+003, 1.23045032e+003, 9.99196289e+002, 7.15443359e+002, 4.22929871e+002, 1.39126175e+002, 4.74794389e-004, 2.71061987e+003
 3.19980273e+003, 1.29947827e+003, 3.73652283e+002, 3.87464371e+001, 8.90471420e+001, 2.88958893e+002, 5.85382446e+002, 8.69258545e+002, 1.03541711e+003, 1.04563879e+003, 9.28464111e+002, 7.05061523e+002, 4.31674896e+002, 1.44346786e+002, 8.15100735e-004, 4.32822852e+003
 1.65485364e+003, 5.58432617e+002, 1.46615112e+002, -3.81379547e+001, -1.21456413e+002, -1.05382355e+002, 2.64207096e+001, 2.41122437e+002, 4.57655182e+002, 5.70917725e+002, 6.16662354e+002, 5.38287903e+002, 3.61829926e+002, 1.26643669e+002, 9.46494110e-004, 2.41130029e+003
 -6.16414001e+002, -2.60262787e+002, -4.88831520e+001, -5.84493523e+001, -1.94894775e+002, -3.17915833e+002, -3.81486206e+002, -3.42358490e+002, -2.09262177e+002, -7.77873993e+001, 7.85606766e+001, 1.60595795e+002, 1.46489227e+002, 5.69855537e+001, 9.87731270e-004, -7.56991577e+002
 -2.25250122e+003, -9.11029968e+002, -2.54654037e+002, -1.41217484e+002, -2.63735229e+002, -4.38249084e+002, -6.24279358e+002, -7.49864441e+002, -7.66534973e+002, -7.04819946e+002, -5.48531982e+002, -3.65642700e+002, -2.02329712e+002, -6.53064194e+001, 3.02074714e-005, -2.85186987e+003
 -2.43579639e+003, -1.17015137e+003, -4.97532135e+002, -3.60224335e+002, -4.31669037e+002, -5.77577087e+002, -7.76624268e+002, -9.78945801e+002, -1.11682983e+003, -1.14986780e+003, -1.06941992e+003, -8.65280212e+002, -5.63299805e+002, -1.98404343e+002, 7.08372827e-005, -2.97354858e+003
 -1.41712549e+003, -1.01542401e+003, -7.51569519e+002, -7.05041687e+002, -7.26711670e+002, -8.02396851e+002, -9.32335266e+002, -1.10127869e+003, -1.26294055e+003, -1.34234595e+003, -1.32396619e+003, -1.13730859e+003, -7.74740295e+002, -2.75814972e+002, -2.13894789e-004, -1.54529761e+003
 -1.53746597e+002, -7.04555603e+002, -9.74879272e+002, -1.09097803e+003, -1.09712769e+003, -1.10590295e+003, -1.13624316e+003, -1.19388940e+003, -1.26294092e+003, -1.29913599e+003, -1.26004309e+003, -1.08031067e+003, -7.36702698e+002, -2.61260559e+002, -1.01948390e-003, 9.75349808e+001
 3.85762207e+002, -6.18701782e+002, -1.18313342e+003, -1.41926563e+003, -1.44608752e+003, -1.41792261e+003, -1.35613367e+003, -1.27430432e+003, -1.17964758e+003, -1.09783032e+003, -9.54704773e+002, -7.54460144e+002, -4.87180908e+002, -1.67715958e+002, -1.89501897e-003, 7.88363831e+002
 -1.70943756e+002, -9.43684509e+002, -1.41280518e+003, -1.64222437e+003, -1.68245276e+003, -1.63624658e+003, -1.50543994e+003, -1.30062268e+003, -1.04445752e+003, -8.33879150e+002, -5.69045654e+002, -3.43912842e+002, -1.73388931e+002, -5.05170631e+001, -2.83852802e-003, 1.41022736e+002
 -1.45714221e+003, -1.59031201e+003, -1.67745349e+003, -1.77508984e+003, -1.76680859e+003, -1.68354089e+003, -1.50096143e+003, -1.21963135e+003, -8.70226624e+002, -5.90125244e+002, -2.66932861e+002, -4.65661659e+001, 4.51269493e+001, 2.83315945e+001, -3.31794727e-003, -1.39718945e+003
 -2.72620190e+003, -2.23316040e+003, -1.93380798e+003, -1.87965051e+003, -1.73360022e+003, -1.56277234e+003, -1.32933130e+003, -1.02802991e+003, -6.85460693e+002, -4.26321594e+002, -1.43610550e+002, 3.20914116e+001, 8.51085968e+001, 3.98025093e+001, -3.26475967e-003, -2.91110791e+003
 2.78196338e+003, -1.29047021e+003, -1.84198572e+003, -1.93593201e+003, -1.63917725e+003, -1.35225232e+003, -1.06794482e+003, -7.91785461e+002, -5.35990051e+002, -3.66228088e+002, -1.92400879e+002, -8.06821213e+001, -2.46681252e+001, -4.19267797e+000, -3.24071082e-003, 1.24641094e+004
 7.42669336e+003, 1.43875000e+003, -1.10860217e+003, -1.72181714e+003, -1.45551245e+003, -1.13601514e+003, -8.44029907e+002, -6.21200562e+002, -4.73220490e+002, -4.01900787e+002, -3.35583191e+002, -2.70962524e+002, -1.82873810e+002, -6.57395172e+001, -3.59265110e-003, 9.54172852e+003
 4.34963184e+003, 2.49927051e+003, -3.29648956e+002, -9.81469482e+002, -1.02382391e+003, -8.84773071e+002, -7.07592041e+002, -5.75206543e+002, -5.11255463e+002, -4.95856476e+002, -4.77237915e+002, -4.18007690e+002, -2.91518219e+002, -1.05797897e+002, -4.24164347e-003, 4.54815088e+003
 -2.10669653e+003, 3.01800781e+002, 1.15053528e+002, 1.53847778e+002, -2.44453003e+002, -4.61786896e+002, -5.50720337e+002, -5.75379639e+002, -5.84473267e+002, -5.82759033e+002, -5.49394104e+002, -4.59905701e+002, -3.08929810e+002, -1.08768204e+002, -5.63596981e-003, -2.10660791e+003
 -6.80226514e+003, -2.19295361e+003, 5.02077789e+002, 1.17043311e+003, 6.99215637e+002, 1.97058105e+002, -2.02724411e+002, -4.50307770e+002, -5.60791443e+002, -5.74200134e+002, -5.15874512e+002, -4.01745178e+002, -2.52427444e+002, -8.53964005e+001, -7.29547534e-003, -8.03685303e+003
 -7.63709717e+003, -2.29943604e+003, 9.00825745e+002, 1.60729272e+003, 1.40637109e+003, 9.33294739e+002, 3.96618195e+002, -3.33847237e+001, -2.82064392e+002, -3.59952728e+002, -3.46765625e+002, -2.65047058e+002, -1.59099960e+002, -5.21037025e+001, -1.55352326e-002, -1.05102266e+004
 -4.73588818e+003, -6.31653870e+002, 1.06845911e+003, 1.45438574e+003, 1.60018005e+003, 1.44814612e+003, 1.08234021e+003, 6.52419983e+002, 3.00619904e+002, 1.18074738e+002, -2.98525810e-001, -3.79852676e+001, -3.20101700e+001, -1.17401953e+001, -2.68442575e-002, -8.10929785e+003
 -3.27972900e+002, 1.00661218e+003, 1.01074390e+003, 1.00371637e+003, 1.34467310e+003, 1.55549316e+003, 1.56067017e+003, 1.36558008e+003, 1.05749976e+003, 8.05465942e+002, 5.25138123e+002, 3.11120941e+002, 1.59322403e+002, 4.81517296e+001, -1.67459082e-002, -2.54069849e+003
 2.59869922e+003, 1.67889648e+003, 8.37024048e+002, 5.79086365e+002, 9.28458984e+002, 1.33058386e+003, 1.66114246e+003, 1.79689331e+003, 1.70024316e+003, 1.49341479e+003, 1.14214172e+003, 7.73415710e+002, 4.36809631e+002, 1.40551422e+002, -8.39729793e-003, 1.79902100e+003
 3.43410645e+003, 1.50746899e+003, 6.11517578e+002, 3.34773621e+002, 6.05997314e+002, 9.96553101e+002, 1.44154004e+003, 1.80456885e+003, 1.96333374e+003, 1.90856567e+003, 1.64289832e+003, 1.23085083e+003, 7.51290100e+002, 2.51545410e+002, -2.83173961e-003, 4.74258740e+003
 2.46197485e+003, 9.70495239e+002, 4.35460114e+002, 2.75089752e+002, 4.62981445e+002, 7.31472290e+002, 1.09037524e+003, 1.47545227e+003, 1.77352661e+003, 1.87402502e+003, 1.78994275e+003, 1.46779468e+003, 9.58178589e+002, 3.32881805e+002, 3.10686912e-004, 3.49836328e+003
 3.62822418e+002, 3.21040314e+002, 3.26198761e+002, 3.25980011e+002, 4.48738983e+002, 5.80279541e+002, 7.59100098e+002, 9.98322693e+002, 1.25664722e+003, 1.40921790e+003, 1.46602246e+003, 1.29705383e+003, 8.95160461e+002, 3.18881836e+002, 2.46918382e-004, 3.43239532e+002
 -1.50820923e+003, -3.04676392e+002, 2.31187943e+002, 3.71602386e+002, 4.50235657e+002, 4.75066437e+002, 4.83774750e+002, 5.22922729e+002, 6.09690430e+002, 6.87224426e+002, 7.52483398e+002, 7.07156006e+002, 5.09118073e+002, 1.83767700e+002, -6.95187773e-004, -2.08623145e+003
 -2.02104468e+003, -6.19089233e+002, 1.15922760e+002, 3.20078369e+002, 3.67905579e+002, 3.26207214e+002, 2.21094864e+002, 8.75352707e+001, -2.65463104e+001, -8.51672592e+001, -1.10198364e+002, -9.68903961e+001, -6.64674911e+001, -2.66997108e+001, -1.29168609e-003, -2.60176050e+003
 -1.13213489e+003, -4.56811432e+002, -8.31891537e+000, 1.39037079e+002, 1.42754868e+002, 5.85317993e+001, -1.05022339e+002, -3.36871521e+002, -5.85199341e+002, -7.46502563e+002, -8.53240845e+002, -8.05741760e+002, -5.83683228e+002, -2.15871048e+002, -1.27359072e-003, -1.37395032e+003
 3.23841492e+002, 2.57393837e+001, -9.07269363e+001, -1.24557938e+002, -2.10894470e+002, -3.43245819e+002, -5.31147949e+002, -7.73402100e+002, -1.03063660e+003, -1.19492725e+003, -1.28567651e+003, -1.17697192e+003, -8.35297974e+002, -3.03107452e+002, -9.56254487e-004, 4.86801331e+002
 1.31299194e+003, 3.78435425e+002, -1.61358810e+002, -3.80110168e+002, -6.08675903e+002, -8.10675171e+002, -1.00387451e+003, -1.18494080e+003, -1.32890063e+003, -1.38964978e+003, -1.35223157e+003, -1.14989148e+003, -7.75378906e+002, -2.72869385e+002, -1.03528658e-003, 1.69079358e+003
 1.21906201e+003, 2.86826508e+002, -2.80417572e+002, -5.68596497e+002, -9.34471619e+002, -1.20763782e+003, -1.38841797e+003, -1.46731738e+003, -1.43715735e+003, -1.34285840e+003, -1.13303760e+003, -8.47940308e+002, -5.17964172e+002, -1.72344055e+002, -1.76119339e-003, 1.58048035e+003
 1.64183640e+002, -2.35978287e+002, -4.81889709e+002, -6.94355713e+002, -1.10058875e+003, -1.39053638e+003, -1.53116296e+003, -1.50448291e+003, -1.32350403e+003, -1.10777100e+003, -7.84366638e+002, -4.78896667e+002, -2.38562668e+002, -6.97786102e+001, -2.83721765e-003, 3.26216400e+002
 -1.18146338e+003, -9.05055359e+002, -7.37706116e+002, -8.08249084e+002, -1.09292737e+003, -1.29109119e+003, -1.34854602e+003, -1.24444641e+003, -1.00320483e+003, -7.63628113e+002, -4.51644531e+002, -2.06627319e+002, -6.33084488e+001, -9.96889400e+000, -3.58201680e-003, -1.27799219e+003
 3.39122705e+003, -2.47519775e+002, -7.33721863e+002, -9.03212646e+002, -9.53363098e+002, -9.58052673e+002, -8.91931580e+002, -7.49951965e+002, -5.52625061e+002, -3.90676331e+002, -2.04246262e+002, -7.62963257e+001, -1.33570547e+001, 1.33887064e+000, -4.11290769e-003, 1.22103408e+004
 7.06301660e+003, 1.94116589e+003, -2.04981232e+002, -7.85319458e+002, -6.79983154e+002, -5.05928375e+002, -3.27355530e+002, -1.82798248e+002, -8.68250885e+001, -4.78603859e+001, -2.85770683e+001, -2.69622040e+001, -2.27573700e+001, -9.85600948e+000, -4.07181587e-003, 8.54035352e+003
 3.88287451e+003, 2.62976782e+003, 3.43350128e+002, -2.33456467e+002, -1.83040558e+002, 1.48705053e+000, 1.88286362e+002, 2.92057312e+002, 2.91733398e+002, 2.32941635e+002, 1.28889008e+002, 3.69274063e+001, -8.37521076e+000, -8.98528767e+000, -4.00746102e-003, 3.38062109e+003
 -2.05048755e+003, 4.87535309e+002, 5.67632874e+002, 6.38546326e+002, 5.62850220e+002, 5.76482544e+002, 6.20965881e+002, 6.24494934e+002, 5.51433838e+002, 4.50149109e+002, 2.98879700e+002, 1.65522537e+002, 7.25610046e+001, 1.97148838e+001, -3.53717664e-003, -2.71348877e+003
 -6.06067627e+003, -1.81266138e+003, 7.23932861e+002, 1.39213562e+003, 1.34767847e+003, 1.19227283e+003, 1.02703784e+003, 8.77887268e+002, 7.36752563e+002, 6.25054260e+002, 4.81559448e+002, 3.39088074e+002, 2.01050293e+002, 6.68387527e+001, -2.38432689e-003, -7.56219482e+003
 -6.40771289e+003, -1.88970020e+003, 9.25214600e+002, 1.64034888e+003, 1.81590186e+003, 1.68773389e+003, 1.42645435e+003, 1.15903345e+003, 9.43615601e+002, 8.09546570e+002, 6.61118652e+002, 5.05170074e+002, 3.22264191e+002, 1.11525810e+002, -7.75750028e-004, -8.91097461e+003
 -3.43535718e+003, -3.18987701e+002, 9.95654968e+002, 1.39400281e+003, 1.76808301e+003, 1.84892065e+003, 1.70970239e+003, 1.46307007e+003, 1.21137927e+003, 1.03659985e+003, 8.36774048e+002, 6.32047974e+002, 4.00579681e+002, 1.37641495e+002, 5.77254221e-004, -5.95380029e+003
 6.98491028e+002, 1.23347998e+003, 9.63869263e+002, 9.35708313e+002, 1.32229724e+003, 1.60257837e+003, 1.71187512e+003, 1.64483398e+003, 1.45728088e+003, 1.26654822e+003, 1.00199176e+003, 7.26000977e+002, 4.41536224e+002, 1.48343567e+002, 1.48391444e-003, -6.68731567e+002
 3.25934009e+003, 1.87165125e+003, 8.63677307e+002, 5.56704834e+002, 7.85669739e+002, 1.09749817e+003, 1.38448694e+003, 1.53636072e+003, 1.50875159e+003, 1.37422571e+003, 1.10989124e+003, 7.95358032e+002, 4.72107666e+002, 1.55991058e+002, 2.27496354e-003, 3.00220581e+003
 3.54865601e+003, 1.63553967e+003, 7.01295471e+002, 3.78438538e+002, 4.05672028e+002, 5.81816956e+002, 8.54428894e+002, 1.10992798e+003, 1.24150989e+003, 1.22316443e+003, 1.06392383e+003, 7.99621277e+002, 4.87627533e+002, 1.62967026e+002, 2.16776109e-003, 4.68300830e+003
 2.05612964e+003, 9.56862915e+002, 5.41552185e+002, 3.64942261e+002, 2.46265549e+002, 2.27176315e+002, 3.27766205e+002, 5.11737152e+002, 6.93553040e+002, 7.77592468e+002, 7.77787354e+002, 6.51716125e+002, 4.28815216e+002, 1.48896576e+002, 1.15631567e-003, 2.81347217e+003
 -1.69217102e+002, 1.92572983e+002, 4.05587799e+002, 4.03500519e+002, 2.22864685e+002, 5.42006340e+001, -5.08774223e+001, -4.93125038e+001, 4.67839127e+001, 1.49000992e+002, 2.60526794e+002, 2.93537231e+002, 2.27826553e+002, 8.47059402e+001, -6.34047028e-005, -3.16632294e+002
 -1.76122363e+003, -4.10576965e+002, 2.47726212e+002, 3.68297485e+002, 1.97551437e+002, -2.89614067e+001, -2.65480011e+002, -4.38914337e+002, -4.99281616e+002, -4.68779449e+002, -3.56611023e+002, -2.21360489e+002, -1.10722656e+002, -3.36861382e+001, -1.16184144e-003, -2.36914746e+003
 -1.89449756e+003, -6.26152161e+002, 4.82775421e+001, 1.90999863e+002, 7.06078873e+001, -1.29757660e+002, -3.85823273e+002, -6.44703735e+002, -8.35193115e+002, -9.05144226e+002, -8.72326965e+002, -7.17509155e+002, -4.70239990e+002, -1.65604523e+002, -1.43930269e-003, -2.42864648e+003
 -8.23894104e+002, -4.28563049e+002, -1.68339996e+002, -1.19711952e+002, -1.90605515e+002, -3.20929840e+002, -5.09461334e+002, -7.39487915e+002, -9.61815430e+002, -1.08567725e+003, -1.12393213e+003, -9.92641235e+002, -6.86398254e+002, -2.45791595e+002, -1.23376050e-003, -9.45392273e+002
 4.81886780e+002, -8.18989563e+001, -3.61034607e+002, -4.78311371e+002, -5.35682983e+002, -5.98480347e+002, -6.86333435e+002, -8.05660095e+002, -9.40054382e+002, -1.02690771e+003, -1.05429968e+003, -9.37997803e+002, -6.53654785e+002, -2.34081512e+002, -1.29733176e-003, 7.37963806e+002
 1.04595093e+003, 2.85023804e+001, -5.45470520e+002, -7.85963257e+002, -8.66043335e+002, -8.92016907e+002, -8.86969421e+002, -8.65925293e+002, -8.37342407e+002, -8.09037659e+002, -7.37814270e+002, -6.06789917e+002, -4.02940521e+002, -1.40289658e+002, -1.47864490e-003, 1.45238745e+003
 4.96345245e+002, -2.85053070e+002, -7.60483643e+002, -9.95125610e+002, -1.08956824e+003, -1.09840308e+003, -1.02509668e+003, -8.80476807e+002, -6.88734558e+002, -5.30665283e+002, -3.36930206e+002, -1.82300766e+002, -7.90577316e+001, -1.96223316e+001, -1.79054623e-003, 8.10539124e+002
 -7.93776917e+002, -9.29126221e+002, -1.01810303e+003, -1.12133289e+003, -1.16712427e+003, -1.13990601e+003, -1.01593884e+003, -7.94621460e+002, -5.07484863e+002, -2.76608429e+002, -1.99882393e+001, 1.31801422e+002, 1.53108429e+002, 6.45506516e+001, -1.91105064e-003, -7.33393127e+002
 -2.07050220e+003, -1.57498279e+003, -1.27494836e+003, -1.22764307e+003, -1.13414099e+003, -1.01905945e+003, -8.44147705e+002, -6.02207886e+002, -3.19866974e+002, -1.07249733e+002, 1.12862129e+002, 2.21847183e+002, 2.02378067e+002, 7.98854599e+001, -1.62896700e-003, -2.25625098e+003
 3.43121948e+003, -6.39175964e+002, -1.18996436e+003, -1.29449902e+003, -1.04733264e+003, -8.14335022e+002, -5.86727173e+002, -3.67929626e+002, -1.70612762e+002, -4.65205345e+001, 6.51141968e+001, 1.10032112e+002, 9.31223831e+001, 3.58190727e+001, -1.68745988e-003, 1.31205879e+004
 8.07457910e+003, 2.07799487e+003, -4.71605591e+002, -1.09792725e+003, -8.78010803e+002, -6.09482483e+002, -3.71022217e+002, -2.02998810e+002, -1.12790398e+002, -8.80977402e+001, -8.59735489e+001, -8.92270355e+001, -7.27263641e+001, -2.87518311e+001, -1.84518541e-003, 1.01907783e+004
 4.98944629e+003, 3.12151733e+003, 2.84735840e+002, -3.82998077e+002, -4.66489258e+002, -3.74820007e+002, -2.48052658e+002, -1.69139450e+002, -1.63322449e+002, -1.95845093e+002, -2.42550598e+002, -2.50906204e+002, -1.92483292e+002, -7.28271561e+001, -1.94229896e-003, 5.18335449e+003
 -1.49280786e+003, 8.97764160e+002, 6.98351563e+002, 7.20664612e+002, 2.87328979e+002, 2.60124664e+001, -1.12082840e+002, -1.90994247e+002, -2.58155640e+002, -3.03630981e+002, -3.33074951e+002, -3.07818268e+002, -2.19551758e+002, -7.91075974e+001, -2.33885949e-003, -1.49434827e+003
 -6.22973438e+003, -1.63430359e+003, 1.05078003e+003, 1.69896655e+003, 1.19738379e+003, 6.54470947e+002, 2.06273270e+002, -9.47934647e+001, -2.62129822e+002, -3.20218842e+002, -3.19988434e+002, -2.63202179e+002, -1.70124573e+002, -5.80349503e+001, -2.70228251e-003, -7.45867041e+003
 -7.11548096e+003, -1.78572168e+003, 1.41038916e+003, 2.09368750e+003, 1.86107520e+003, 1.34870007e+003, 7.66638611e+002, 2.87800751e+002, -1.39918709e+001, -1.32732376e+002, -1.70861008e+002, -1.38650009e+002, -8.26429138e+001, -2.63259602e+001, -2.92576454e-003, -9.97847852e+003
 -4.26947021e+003, -1.65642685e+002, 1.53471802e+003, 1.89445532e+003, 2.00390894e+003, 1.81087207e+003, 1.40322595e+003, 9.33899658e+002, 5.39321350e+002, 3.21573242e+002, 1.56921310e+002, 7.58036194e+001, 3.71292114e+001, 1.16990538e+001, -2.87245703e-003, -7.63598096e+003
 8.35420227e+001, 1.42266882e+003, 1.42805713e+003, 1.39277820e+003, 1.69409851e+003, 1.86248584e+003, 1.82833203e+003, 1.60112256e+003, 1.26234717e+003, 9.83560486e+002, 6.65666321e+002, 4.12527405e+002, 2.20460434e+002, 6.90282364e+001, -2.51939683e-003, -2.13059741e+003
 2.95609521e+003, 2.04070862e+003, 1.19955249e+003, 9.12435913e+002, 1.22429663e+003, 1.58549988e+003, 1.87846362e+003, 1.98546582e+003, 1.86483643e+003, 1.63912463e+003, 1.26145605e+003, 8.61531372e+002, 4.90861206e+002, 1.58902039e+002, -1.77123724e-003, 2.14934351e+003
 3.73697681e+003, 1.81084033e+003, 9.13833679e+002, 6.08592346e+002, 8.49772522e+002, 1.20558093e+003, 1.61594763e+003, 1.95026917e+003, 2.08546582e+003, 2.01526892e+003, 1.73259644e+003, 1.30031384e+003, 7.95598572e+002, 2.67474274e+002, -8.89505842e-004, 5.04634668e+003
 2.70889160e+003, 1.21222754e+003, 6.73344482e+002, 4.86123230e+002, 6.55143860e+002, 8.98527222e+002, 1.22768018e+003, 1.58457056e+003, 1.85838562e+003, 1.94297021e+003, 1.84500623e+003, 1.51090686e+003, 9.86688293e+002, 3.43203369e+002, -1.20131554e-004, 3.74878320e+003
 5.47945313e+002, 4.97856934e+002, 4.97276947e+002, 4.71933319e+002, 5.86537659e+002, 7.04052002e+002, 8.62396851e+002, 1.07826331e+003, 1.31203577e+003, 1.44766663e+003, 1.48908228e+003, 1.31079773e+003, 9.02008911e+002, 3.21145081e+002, -1.16593132e-004, 5.32071716e+002
 -1.39335571e+003, -1.97987595e+002, 3.32642548e+002, 4.51038330e+002, 5.31148438e+002, 5.53026062e+002, 5.52326294e+002, 5.75762390e+002, 6.41172302e+002, 7.02953369e+002, 7.53043152e+002, 6.97875427e+002, 4.97082855e+002, 1.77983292e+002, -1.36449840e-003, -1.96639429e+003
 -1.98284790e+003, -5.85053528e+002, 1.48116653e+002, 3.34120605e+002, 3.89522949e+002, 3.53257141e+002, 2.48895035e+002, 1.11832733e+002, -1.36023188e+001, -8.37699585e+001, -1.21230186e+002, -1.16280594e+002, -8.65671616e+001, -3.59330559e+001, -2.18214258e-003, -2.56165869e+003
 -1.17251184e+003, -4.93909943e+002, -4.18605652e+001, 8.85900803e+001, 1.04145042e+002, 3.06423397e+001, -1.25089584e+002, -3.47070526e+002, -5.90751953e+002, -7.55177734e+002, -8.67526978e+002, -8.23449219e+002, -5.99774719e+002, -2.23131882e+002, -2.19097547e-003, -1.41961707e+003
 2.09746933e+002, -7.63276062e+001, -1.87831497e+002, -2.39127213e+002, -3.08988007e+002, -4.25684753e+002, -5.99571716e+002, -8.23292053e+002, -1.06263135e+003, -1.21906848e+003, -1.30213757e+003, -1.18812109e+003, -8.42067444e+002, -3.05533051e+002, -1.58135674e-003, 3.70754242e+002
 1.13525342e+003, 2.06732864e+002, -3.26595276e+002, -5.58002075e+002, -7.65389343e+002, -9.46278442e+002, -1.11961108e+003, -1.27752258e+003, -1.39714600e+003, -1.44068750e+003, -1.38088159e+003, -1.16193481e+003, -7.77976624e+002, -2.72668152e+002, -1.32991758e-003, 1.50595654e+003
 9.87567627e+002, 6.02896042e+001, -5.04112274e+002, -8.06108276e+002, -1.14459717e+003, -1.39114392e+003, -1.54773230e+003, -1.60073853e+003, -1.54379456e+003, -1.42753857e+003, -1.18632166e+003, -8.75255493e+002, -5.28423279e+002, -1.74323090e+002, -1.64209900e-003, 1.34943433e+003
 -1.12418495e+002, -5.11493134e+002, -7.59217163e+002, -9.87897400e+002, -1.36278040e+003, -1.62098584e+003, -1.73391870e+003, -1.67822131e+003, -1.46802271e+003, -1.22945532e+003, -8.72532715e+002, -5.35708008e+002, -2.69017212e+002, -7.92499237e+001, -2.19257735e-003, 5.37746696e+001
 -1.50215723e+003, -1.23104700e+003, -1.06700952e+003, -1.15196655e+003, -1.40653992e+003, -1.57050745e+003, -1.59657593e+003, -1.45953040e+003, -1.18633252e+003, -9.23159058e+002, -5.78153625e+002, -2.98676331e+002, -1.19587166e+002, -2.90246201e+001, -2.52563157e-003, -1.59788550e+003
 3.02062793e+003, -6.21017578e+002, -1.10830615e+003, -1.29155518e+003, -1.31470166e+003, -1.28637341e+003, -1.18645837e+003, -1.00783649e+003, -7.75012512e+002, -5.86830078e+002, -3.64962036e+002, -1.98340759e+002, -9.07612381e+001, -2.54014950e+001, -2.85885367e-003, 1.18394590e+004
 6.63891162e+003, 1.52246851e+003, -6.23081848e+002, -1.21273828e+003, -1.08290442e+003, -8.78354553e+002, -6.66005676e+002, -4.82734955e+002, -3.47060059e+002, -2.77363586e+002, -2.15382690e+002, -1.67589844e+002, -1.11540558e+002, -4.02773628e+001, -3.07762972e-003, 8.12622461e+003
 3.41517798e+003, 2.16882544e+003, -1.15326401e+002, -6.97345764e+002, -6.20972290e+002, -4.06908936e+002, -1.86774216e+002, -4.31797066e+001, -1.07837453e-001, -2.29223194e+001, -7.58502197e+001, -1.12285088e+002, -9.95323486e+001, -3.99312897e+001, -3.06680473e-003, 2.92660547e+003
 -2.54739136e+003, -8.61203289e+000, 7.22246399e+001, 1.43133743e+002, 9.75200577e+001, 1.42650513e+002, 2.20857010e+002, 2.64258087e+002, 2.38382416e+002, 1.77909210e+002, 8.64120331e+001, 1.42222481e+001, -1.71613388e+001, -1.02255545e+001, -3.14730080e-003, -3.19976978e+003
 -6.57976709e+003, -2.33508228e+003, 2.01252625e+002, 8.69129761e+002, 8.60749268e+002, 7.41687683e+002, 6.14218567e+002, 5.07872742e+002, 4.16880493e+002, 3.48624542e+002, 2.67240875e+002, 1.87859207e+002, 1.11926689e+002, 3.73020592e+001, -3.04386835e-003, -8.07488135e+003
 -6.94846973e+003, -2.43337524e+003, 3.80001953e+002, 1.09617371e+003, 1.31317236e+003, 1.22730676e+003, 1.01115082e+003, 7.92701660e+002, 6.29836487e+002, 5.39044250e+002, 4.49991608e+002, 3.54738007e+002, 2.32456604e+002, 8.14654083e+001, -2.62523815e-003, -9.44915918e+003
 -3.99852979e+003, -8.82243530e+002, 4.32052979e+002, 8.36169922e+002, 1.25659082e+003, 1.38534839e+003, 1.29881482e+003, 1.10772791e+003, 9.11076782e+002, 7.78096375e+002, 6.33133118e+002, 4.84596558e+002, 3.10920868e+002, 1.07399460e+002, -2.25651916e-003, -6.51752588e+003
 1.13586662e+002, 6.52822144e+002, 3.87258057e+002, 3.71478394e+002, 8.10437683e+002, 1.14334143e+003, 1.30956067e+003, 1.30108801e+003, 1.17027698e+003, 1.02082312e+003, 8.08851929e+002, 5.85486389e+002, 3.55666534e+002, 1.19200851e+002, -1.82371470e-003, -1.25478394e+003
 2.66053979e+003, 1.28246167e+003, 2.82508301e+002, -8.31628704e+000, 2.79662476e+002, 6.47635681e+002, 9.92587830e+002, 1.20226697e+003, 1.23122742e+003, 1.13862451e+003, 9.27544861e+002, 6.64689575e+002, 3.93283936e+002, 1.29392303e+002, -1.31945999e-003, 2.40136719e+003
 2.95031519e+003, 1.05004700e+003, 1.24150360e+002, -1.81219772e+002, -9.15355453e+001, 1.42355301e+002, 4.72270996e+002, 7.83790222e+002, 9.70783325e+002, 9.94809875e+002, 8.90020996e+002, 6.77961121e+002, 4.15924103e+002, 1.39079819e+002, -8.82285938e-004, 4.07936157e+003
 1.47392908e+003, 3.84826935e+002, -2.44749832e+001, -1.82550217e+002, -2.40771500e+002, -2.03711426e+002, -4.69403915e+001, 1.92028641e+002, 4.28375092e+002, 5.54602661e+002, 6.09026550e+002, 5.35003296e+002, 3.60946106e+002, 1.26462616e+002, -4.94300562e-004, 2.22675635e+003
 -7.24274658e+002, -3.58546021e+002, -1.42406754e+002, -1.25334557e+002, -2.51804718e+002, -3.68909912e+002, -4.20179688e+002, -3.64343170e+002, -2.14163376e+002, -7.06037598e+001, 9.34891434e+001, 1.77127716e+002, 1.59688004e+002, 6.21102562e+001, -4.95502958e-004, -8.73675598e+002
 -2.28449634e+003, -9.34711975e+002, -2.75603394e+002, -1.35291519e+002, -2.59855408e+002, -4.41418427e+002, -6.28926880e+002, -7.50464844e+002, -7.57924072e+002, -6.87348450e+002, -5.24897644e+002, -3.40496338e+002, -1.81387650e+002, -5.72711945e+001, -8.85626825e-004, -2.89199463e+003
