1234567890,,100
Plane 1,Plane 2,Plane 3,Plane 4,Plane 5,Plane 6,Plane 7,Plane 8,Plane 9,Plane 10,Plane 11,Plane 12,Plane 13,Plane 14,outlet,inlet
 -6.25055225e+003, -2.01349805e+003, 5.15468811e+002, 1.14565625e+003, 1.11639380e+003, 9.73628052e+002, 8.19497498e+002, 6.83862915e+002, 5.62520630e+002, 4.69467438e+002, 3.58490509e+002, 2.51019623e+002, 1.48943954e+002, 4.96628456e+001, -2.14891485e-003, -7.74250244e+003
 -6.65165088e+003, -2.14336865e+003, 6.65810608e+002, 1.34663354e+003, 1.54544812e+003, 1.44024084e+003, 1.20086853e+003, 9.55985535e+002, 7.65783508e+002, 6.52603271e+002, 5.37184875e+002, 4.16567932e+002, 2.69650818e+002, 9.40549088e+001, -1.75124942e-003, -9.14661914e+003
 -3.74062915e+003, -6.26451355e+002, 6.89008118e+002, 1.06016541e+003, 1.46308972e+003, 1.57429919e+003, 1.46787817e+003, 1.25569739e+003, 1.03726050e+003, 8.85416138e+002, 7.17540649e+002, 5.45755249e+002, 3.48164093e+002, 1.20144363e+002, -1.43928768e-003, -6.25568945e+003
 3.32148560e+002, 8.75438171e+002, 6.11841980e+002, 5.65761963e+002, 9.89108765e+002, 1.30560547e+003, 1.45492224e+003, 1.43081616e+003, 1.28444507e+003, 1.12020020e+003, 8.89117371e+002, 6.44444336e+002, 3.91662140e+002, 1.31446625e+002, -1.18675688e-003, -1.03921399e+003
 2.84228979e+003, 1.46912024e+003, 4.69603455e+002, 1.54635971e+002, 4.29446228e+002, 7.83599426e+002, 1.11417639e+003, 1.31162952e+003, 1.32938293e+003, 1.22528796e+003, 9.99014282e+002, 7.17830200e+002, 4.25914520e+002, 1.40402206e+002, -9.69356101e-004, 2.58069165e+003
 3.09862231e+003, 1.19770935e+003, 2.71478516e+002, -5.29667778e+001, 2.85918694e+001, 2.53201035e+002, 5.71593140e+002, 8.71981384e+002, 1.04890259e+003, 1.06321582e+003, 9.46537659e+002, 7.20217346e+002, 4.42012817e+002, 1.47962006e+002, -9.39618913e-004, 4.22489746e+003
 1.58772498e+003, 4.94607086e+002, 8.46869736e+001, -9.14834671e+001, -1.51808701e+002, -1.18293694e+002, 3.02359447e+001, 2.59059021e+002, 4.85025177e+002, 6.01634888e+002, 6.45924744e+002, 5.61706604e+002, 3.77104736e+002, 1.31903763e+002, -1.50796294e-003, 2.34632153e+003
 -6.45903076e+002, -2.84827026e+002, -6.98498917e+001, -7.14821548e+001, -1.96341766e+002, -3.11886963e+002, -3.67253937e+002, -3.19367004e+002, -1.78844193e+002, -4.46441422e+001, 1.10383827e+002, 1.86826126e+002, 1.64106491e+002, 6.32699699e+001, -2.29876558e-003, -7.90507141e+002
 -2.24389624e+003, -8.96543213e+002, -2.38818726e+002, -1.18506096e+002, -2.39738419e+002, -4.16681030e+002, -6.04017517e+002, -7.30216064e+002, -7.44714600e+002, -6.81299194e+002, -5.25276001e+002, -3.45228882e+002, -1.87148239e+002, -5.99275780e+001, -3.02090775e-003, -2.85448096e+003
 -2.38523901e+003, -1.11670923e+003, -4.41589355e+002, -3.01249329e+002, -3.79579498e+002, -5.36703552e+002, -7.47356140e+002, -9.59018311e+002, -1.10134265e+003, -1.13629907e+003, -1.05705591e+003, -8.54206299e+002, -5.55152893e+002, -1.94830505e+002, -2.79703923e-003, -2.92204077e+003
 -1.32004639e+003, -9.20515015e+002, -6.58173462e+002, -6.10938660e+002, -6.46116760e+002, -7.39720825e+002, -8.87781982e+002, -1.07346924e+003, -1.24840894e+003, -1.33456787e+003, -1.32129089e+003, -1.13658411e+003, -7.74302124e+002, -2.75545685e+002, -2.07314850e-003, -1.44027673e+003
 -1.15212879e+001, -5.70811035e+002, -8.45913025e+002, -9.63535400e+002, -9.89479187e+002, -1.01966382e+003, -1.07189209e+003, -1.15124438e+003, -1.23966089e+003, -1.28760437e+003, -1.25948523e+003, -1.08509192e+003, -7.41595398e+002, -2.63458160e+002, -2.03063036e-003, 2.44135223e+002
 5.62318298e+002, -4.51516907e+002, -1.02192590e+003, -1.26105640e+003, -1.31153650e+003, -1.30676587e+003, -1.26880530e+003, -1.21057031e+003, -1.13767200e+003, -1.07089392e+003, -9.44158936e+002, -7.54310608e+002, -4.90903290e+002, -1.69644028e+002, -2.33966252e-003, 9.65856323e+002
 2.79195290e+001, -7.50190247e+002, -1.22248328e+003, -1.45588892e+003, -1.52098608e+003, -1.49861841e+003, -1.39214697e+003, -1.21058484e+003, -9.76021118e+002, -7.81434937e+002, -5.36240601e+002, -3.26802521e+002, -1.66747101e+002, -4.90926857e+001, -2.99663516e-003, 3.40364258e+002
 -1.24204236e+003, -1.37436731e+003, -1.46193054e+003, -1.56374573e+003, -1.57926807e+003, -1.51820996e+003, -1.35875403e+003, -1.09948865e+003, -7.70775269e+002, -5.06310730e+002, -2.04155594e+002, -3.89291477e+000, 6.95389786e+001, 3.60086021e+001, -3.28943203e-003, -1.18043909e+003
 -2.49371729e+003, -1.99689746e+003, -1.69626050e+003, -1.64721130e+003, -1.52121033e+003, -1.36900903e+003, -1.15621167e+003, -8.75617737e+002, -5.53091370e+002, -3.09650330e+002, -4.91881790e+001, 1.02364136e+002, 1.29324371e+002, 5.46475677e+001, -3.00587621e-003, -2.67760645e+003
 3.03454224e+003, -1.03701477e+003, -1.58715393e+003, -1.68503406e+003, -1.40422131e+003, -1.13170874e+003, -8.64947388e+002, -6.08246704e+002, -3.72950775e+002, -2.19883698e+002, -7.11711426e+001, 1.19521904e+001, 3.40815620e+001, 1.61476498e+001, -2.97448179e-003, 1.27161318e+004
 7.70078223e+003, 1.70982520e+003, -8.36709534e+002, -1.45515149e+003, -1.20057117e+003, -8.92478271e+002, -6.15728394e+002, -4.11485931e+002, -2.85294281e+002, -2.32865753e+002, -1.96201111e+002, -1.65547272e+002, -1.16704453e+002, -4.31098633e+001, -3.06540378e-003, 9.81049805e+003
 4.64142041e+003, 2.78756885e+003, -4.18095169e+001, -7.01243286e+002, -7.52836609e+002, -6.24092651e+002, -4.62029541e+002, -3.48566559e+002, -3.08087402e+002, -3.14267120e+002, -3.29925323e+002, -3.09215973e+002, -2.24673401e+002, -8.33734665e+001, -3.32896016e-003, 4.83146973e+003
 -1.80403296e+003, 6.04059875e+002, 4.16687225e+002, 4.47032104e+002, 3.61867981e+001, -1.91971924e+002, -2.97651398e+002, -3.42677429e+002, -3.77847015e+002, -4.00358398e+002, -4.04330292e+002, -3.54883881e+002, -2.45730469e+002, -8.77926636e+001, -4.21197899e-003, -1.81233057e+003
 -6.49230664e+003, -1.88130969e+003, 8.13839417e+002, 1.47550598e+003, 9.85354614e+002, 4.67096039e+002, 4.76311951e+001, -2.23729996e+002, -3.62962616e+002, -4.01574310e+002, -3.80245056e+002, -3.04608215e+002, -1.94534637e+002, -6.61508331e+001, -5.42131439e-003, -7.73290430e+003
 -7.31982520e+003, -1.98079517e+003, 1.22051770e+003, 1.92151196e+003, 1.69443823e+003, 1.19806470e+003, 6.35389465e+002, 1.76966782e+002, -1.02029457e+002, -2.04399796e+002, -2.25305161e+002, -1.78058243e+002, -1.07029968e+002, -3.48078346e+001, -8.90194532e-003, -1.01954268e+004
 -4.41026025e+003, -3.06186768e+002, 1.39401038e+003, 1.77183984e+003, 1.88607544e+003, 1.70426135e+003, 1.30528699e+003, 8.42217529e+002, 4.58695587e+002, 2.53204132e+002, 1.04670883e+002, 3.75601044e+001, 1.35216532e+001, 3.50835037e+000, -1.08284838e-002, -7.78289355e+003
 5.52480555e+000, 1.33819751e+003, 1.33999158e+003, 1.31913110e+003, 1.62300867e+003, 1.79973242e+003, 1.76732300e+003, 1.53646301e+003, 1.19591528e+003, 9.21680786e+002, 6.13904907e+002, 3.74649658e+002, 1.97521927e+002, 6.10220642e+001, -7.44943786e-003, -2.20575854e+003
 2.93725171e+003, 2.01117224e+003, 1.16464563e+003, 8.88500977e+002, 1.19607629e+003, 1.56116345e+003, 1.85351416e+003, 1.95350269e+003, 1.82477551e+003, 1.59595898e+003, 1.21828162e+003, 8.26521851e+002, 4.68356720e+002, 1.50988464e+002, -5.06516872e-003, 2.13977905e+003
 3.76913770e+003, 1.83469873e+003, 9.31148438e+002, 6.34892944e+002, 8.62410950e+002, 1.21531104e+003, 1.62364001e+003, 1.95231787e+003, 2.07979126e+003, 2.00345325e+003, 1.71197192e+003, 1.27772449e+003, 7.78332581e+002, 2.60622375e+002, -2.37653125e-003, 5.07991943e+003
 2.78015381e+003, 1.28040710e+003, 7.39681885e+002, 5.63324097e+002, 7.09627075e+002, 9.42659851e+002, 1.26651306e+003, 1.61892285e+003, 1.88768787e+003, 1.96746631e+003, 1.85812305e+003, 1.51383521e+003, 9.84598877e+002, 3.41398651e+002, -8.67623603e-004, 3.82054688e+003
 6.54966187e+002, 6.09433838e+002, 6.12279907e+002, 5.98301697e+002, 6.85686768e+002, 7.86376892e+002, 9.34325134e+002, 1.14359216e+003, 1.37360645e+003, 1.50642346e+003, 1.53813110e+003, 1.34667957e+003, 9.23803650e+002, 3.28344116e+002, -7.00441131e-004, 6.41148499e+002
 -1.24465991e+003, -4.10155106e+001, 4.94853973e+002, 6.24454407e+002, 6.75960327e+002, 6.77440125e+002, 6.61027283e+002, 6.73246155e+002, 7.33275940e+002, 7.91620605e+002, 8.32228943e+002, 7.63214783e+002, 5.41989441e+002, 1.94556137e+002, -1.86750293e-003, -1.82062268e+003
 -1.78540149e+003, -3.81460388e+002, 3.54475433e+002, 5.50514404e+002, 5.79359253e+002, 5.21934937e+002, 3.98786865e+002, 2.43800125e+002, 1.05769424e+002, 2.86161194e+001, -2.14868011e+001, -3.34578857e+001, -2.90103245e+001, -1.44494524e+001, -2.61365785e-003, -2.36816162e+003
 -9.22348145e+002, -2.44929077e+002, 2.03799133e+002, 3.44718933e+002, 3.36039368e+002, 2.42446991e+002, 6.72247467e+001, -1.78557663e+002, -4.45582977e+002, -6.24131104e+002, -7.56732361e+002, -7.36247009e+002, -5.42256165e+002, -2.02384140e+002, -2.88177212e-003, -1.16593896e+003
 5.08078033e+002, 2.10910217e+002, 9.53955765e+001, 5.44063301e+001, -3.97135544e+001, -1.76101608e+002, -3.70538055e+002, -6.21662354e+002, -8.92114136e+002, -1.07115466e+003, -1.18575757e+003, -1.10415210e+003, -7.91593079e+002, -2.88470428e+002, -2.59047141e-003, 6.70014771e+002
 1.46967761e+003, 5.31669495e+002, -6.62902164e+000, -2.29328339e+002, -4.63163452e+002, -6.66560974e+002, -8.63017578e+002, -1.05063245e+003, -1.20498962e+003, -1.27703015e+003, -1.25870605e+003, -1.07999280e+003, -7.32385193e+002, -2.58168365e+002, -2.06389837e-003, 1.84563037e+003
 1.34696118e+003, 4.15518524e+002, -1.51981171e+002, -4.46318329e+002, -8.16074402e+002, -1.09012280e+003, -1.27389343e+003, -1.35881250e+003, -1.33746802e+003, -1.25197290e+003, -1.05582605e+003, -7.88323364e+002, -4.79890686e+002, -1.59224823e+002, -2.13160855e-003, 1.71042529e+003
 2.65784149e+002, -1.33350922e+002, -3.81551819e+002, -6.00125244e+002, -1.01158154e+003, -1.30414404e+003, -1.44892822e+003, -1.42862170e+003, -1.25550159e+003, -1.04644336e+003, -7.31956848e+002, -4.37488525e+002, -2.11630524e+002, -6.00895195e+001, -2.38562608e-003, 4.28758240e+002
 -1.10598608e+003, -8.30841370e+002, -6.65325378e+002, -7.44656921e+002, -1.03619177e+003, -1.23979199e+003, -1.30276440e+003, -1.20502258e+003, -9.70197021e+002, -7.35088928e+002, -4.28308533e+002, -1.88729691e+002, -5.20850487e+001, -5.87314463e+000, -2.47410033e-003, -1.20237646e+003
 3.43748755e+003, -2.02103195e+002, -6.88921082e+002, -8.70886597e+002, -9.30863770e+002, -9.44098816e+002, -8.84395752e+002, -7.47602600e+002, -5.54184570e+002, -3.94278900e+002, -2.09638489e+002, -8.22067261e+001, -1.80783634e+001, -4.65637922e-001, -2.40345532e-003, 1.22567188e+004
 7.07844727e+003, 1.95651636e+003, -1.90409637e+002, -7.84478577e+002, -6.91400757e+002, -5.28034546e+002, -3.55906769e+002, -2.14866150e+002, -1.19841614e+002, -8.03427277e+001, -5.85945435e+001, -5.22663155e+001, -4.03951454e+001, -1.60867596e+001, -2.52135028e-003, 8.56120703e+003
 3.86999512e+003, 2.61460986e+003, 3.26945557e+002, -2.65808105e+002, -2.26519180e+002, -5.20251884e+001, 1.29709625e+002, 2.32005051e+002, 2.33038849e+002, 1.77308914e+002, 7.98210144e+001, -1.56716895e+000, -3.34128761e+001, -1.77834988e+001, -2.32967036e-003, 3.37391968e+003
 -2.09002637e+003, 4.42408813e+002, 5.18606506e+002, 5.73575195e+002, 4.91462708e+002, 4.99106537e+002, 5.40428955e+002, 5.43239868e+002, 4.74243622e+002, 3.78749359e+002, 2.39966461e+002, 1.21090317e+002, 4.51047668e+001, 1.04115629e+001, -2.17523961e-003, -2.74754736e+003
 -6.12899365e+003, -1.88822327e+003, 6.43729370e+002, 1.29393787e+003, 1.25098083e+003, 1.09598193e+003, 9.31969910e+002, 7.85062805e+002, 6.50626099e+002, 5.47152405e+002, 4.19114319e+002, 2.93877594e+002, 1.74005066e+002, 5.78922424e+001, -1.80329639e-003, -7.62487207e+003
 -6.50979883e+003, -1.99770813e+003, 8.13696228e+002, 1.51210010e+003, 1.69546069e+003, 1.57462109e+003, 1.32175720e+003, 1.06253467e+003, 8.57405701e+002, 7.33247009e+002, 6.00687744e+002, 4.62113770e+002, 2.96787872e+002, 1.03091927e+002, -1.13407953e-003, -9.00788379e+003
 -3.57523999e+003, -4.60091248e+002, 8.54404419e+002, 1.23867590e+003, 1.62569897e+003, 1.71992517e+003, 1.59685803e+003, 1.36665466e+003, 1.13049084e+003, 9.66799622e+002, 7.81974854e+002, 5.92781677e+002, 3.76880951e+002, 1.29839844e+002, -6.20326493e-004, -6.09136865e+003
 5.20030884e+002, 1.05939624e+003, 7.93347595e+002, 7.56384583e+002, 1.16119226e+003, 1.45991223e+003, 1.59119446e+003, 1.54672266e+003, 1.38016345e+003, 1.20256299e+003, 9.53523071e+002, 6.91399353e+002, 4.20437195e+002, 1.41275406e+002, -2.43241113e-004, -8.48546570e+002
 3.04905127e+003, 1.66876758e+003, 6.65983398e+002, 3.55450958e+002, 6.09122192e+002, 9.44075806e+002, 1.25611499e+003, 1.43270068e+003, 1.42907300e+003, 1.31026758e+003, 1.06421777e+003, 7.64249451e+002, 4.53742371e+002, 1.49867538e+002, 9.30611131e-005, 2.79393237e+003
 3.31756274e+003, 1.41038599e+003, 4.80773895e+002, 1.57333527e+002, 2.15050888e+002, 4.18406677e+002, 7.17513367e+002, 9.97767639e+002, 1.15345862e+003, 1.15222949e+003, 1.01407574e+003, 7.67329102e+002, 4.69592224e+002, 1.57219131e+002, 2.79721309e-004, 4.44347070e+003
 1.81028760e+003, 7.14773865e+002, 3.01811310e+002, 1.26783127e+002, 4.11211548e+001, 5.17067184e+001, 1.80071091e+002, 3.88537262e+002, 5.93617310e+002, 6.94652771e+002, 7.17186523e+002, 6.11633789e+002, 4.06352600e+002, 1.41740448e+002, 9.85869992e-005, 2.56810742e+003
 -4.23716949e+002, -6.25354500e+001, 1.51176910e+002, 1.52425461e+002, 2.52315092e+000, -1.36402710e+002, -2.12907486e+002, -1.86343048e+002, -6.70992279e+001, 5.17023239e+001, 1.85665146e+002, 2.40707520e+002, 1.96468155e+002, 7.42917023e+001, -3.34227720e-004, -5.66981689e+002
 -2.02242310e+003, -6.72654175e+002, -1.72995930e+001, 1.07871422e+002, -3.62876930e+001, -2.35854584e+002, -4.44908752e+002, -5.92935791e+002, -6.29595825e+002, -5.81796631e+002, -4.46818542e+002, -2.87847229e+002, -1.51809357e+002, -4.79592361e+001, -9.27022891e-004, -2.63208447e+003
 -2.16417285e+003, -8.98199097e+002, -2.23137634e+002, -7.54131393e+001, -1.74523300e+002, -3.51831238e+002, -5.83524902e+002, -8.17163818e+002, -9.82675964e+002, -1.03419812e+003, -9.76076355e+002, -7.94868164e+002, -5.18961731e+002, -1.82200333e+002, -8.71619617e-004, -2.70044629e+003
 -1.10308179e+003, -7.06065002e+002, -4.42805756e+002, -3.89441101e+002, -4.43891266e+002, -5.55140930e+002, -7.22571777e+002, -9.28906555e+002, -1.12534119e+003, -1.22884363e+003, -1.23849146e+003, -1.07691931e+003, -7.38393616e+002, -2.63500275e+002, -3.42790619e-004, -1.22274622e+003
 1.98535416e+002, -3.60916718e+002, -6.36589111e+002, -7.48512756e+002, -7.93022583e+002, -8.39617188e+002, -9.08822449e+002, -1.00647064e+003, -1.11516357e+003, -1.18009314e+003, -1.17578979e+003, -1.02565759e+003, -7.06351440e+002, -2.51754227e+002, -4.70747938e-004, 4.53204315e+002
 7.64318665e+002, -2.49039368e+002, -8.20835388e+002, -1.05452612e+003, -1.12299097e+003, -1.13387964e+003, -1.11141809e+003, -1.06973108e+003, -1.01618475e+003, -9.65554993e+002, -8.61519287e+002, -6.95289307e+002, -4.55631195e+002, -1.57831985e+002, -8.31451558e-004, 1.16824194e+003
 2.21204224e+002, -5.57857971e+002, -1.03223242e+003, -1.25985681e+003, -1.34183777e+003, -1.33474878e+003, -1.24354541e+003, -1.07812329e+003, -8.62080505e+002, -6.82542053e+002, -4.57515625e+002, -2.69297119e+002, -1.31682266e+002, -3.70160980e+001, -1.35938253e-003, 5.35029663e+002
 -1.06007837e+003, -1.19614294e+003, -1.28510437e+003, -1.38015503e+003, -1.41102148e+003, -1.36528247e+003, -1.22169678e+003, -9.78578857e+002, -6.67489990e+002, -4.16864685e+002, -1.32114532e+002, 4.96426392e+001, 1.02809998e+002, 4.73932495e+001, -1.53881486e-003, -9.98554932e+002
 -2.32834424e+003, -1.83505066e+003, -1.53522314e+003, -1.47741699e+003, -1.36603760e+003, -1.22932568e+003, -1.03266235e+003, -7.67740112e+002, -4.61929199e+002, -2.31232193e+002, 1.37215080e+001, 1.48878357e+002, 1.57657639e+002, 6.44947281e+001, -1.24136463e-003, -2.51418555e+003
 3.18006006e+003, -8.90117737e+002, -1.44030676e+003, -1.53206152e+003, -1.26429810e+003, -1.00704358e+003, -7.55887207e+002, -5.13565430e+002, -2.93474304e+002, -1.52507416e+002, -1.83618736e+001, 4.96432648e+001, 5.66553307e+001, 2.35465584e+001, -1.09313452e-003, 1.28657510e+004
 7.82923291e+003, 1.83847327e+003, -7.09089661e+002, -1.31994470e+003, -1.07808643e+003, -7.83857361e+002, -5.21220032e+002, -3.29751923e+002, -2.17359131e+002, -1.76414963e+002, -1.53306778e+002, -1.36193604e+002, -1.00009781e+002, -3.77266197e+001, -1.09610823e-003, 9.94236426e+003
 4.75373438e+003, 2.89485449e+003, 6.20944862e+001, -5.85320557e+002, -6.48727844e+002, -5.31808960e+002, -3.81230011e+002, -2.79303101e+002, -2.51748062e+002, -2.68463257e+002, -2.95874634e+002, -2.86443512e+002, -2.12212570e+002, -7.92630997e+001, -1.21346826e-003, 4.94565332e+003
 -1.71177576e+003, 6.87305664e+002, 4.93915131e+002, 5.41074768e+002, 1.23449677e+002, -1.15555672e+002, -2.29906952e+002, -2.86462646e+002, -3.33085754e+002, -3.64079681e+002, -3.76880798e+002, -3.36315704e+002, -2.35203552e+002, -8.42652283e+001, -1.84506865e-003, -1.71634595e+003
 -6.42523633e+003, -1.82158130e+003, 8.70801575e+002, 1.54388257e+003, 1.05471008e+003, 5.29610107e+002, 1.00623528e+002, -1.79468353e+002, -3.27828186e+002, -3.73254852e+002, -3.58347656e+002, -2.88858398e+002, -1.84852036e+002, -6.29427452e+001, -2.66790530e-003, -7.65974854e+003
 -7.28060986e+003, -1.94371069e+003, 1.25669714e+003, 1.96318982e+003, 1.74160767e+003, 1.24264954e+003, 6.73569519e+002, 2.10875778e+002, -7.49029388e+001, -1.82738281e+002, -2.08031998e+002, -1.64734344e+002, -9.83656845e+001, -3.17764111e+001, -3.36083607e-003, -1.01509277e+004
 -4.39900439e+003, -2.93228088e+002, 1.40691211e+003, 1.79002380e+003, 1.90841455e+003, 1.72600806e+003, 1.32567371e+003, 8.64499817e+002, 4.79900055e+002, 2.70671661e+002, 1.18062813e+002, 4.78114281e+001, 2.00680904e+001, 5.77551508e+000, -3.54127074e-003, -7.77030762e+003
 -1.03166227e+001, 1.32464978e+003, 1.32757751e+003, 1.31529163e+003, 1.62209106e+003, 1.79801831e+003, 1.76802100e+003, 1.54312585e+003, 1.20719946e+003, 9.33154114e+002, 6.24093384e+002, 3.82049133e+002, 2.01896896e+002, 6.25609589e+001, -2.87809270e-003, -2.22266992e+003
 2.89701221e+003, 1.97296387e+003, 1.12870068e+003, 8.62169006e+002, 1.17451123e+003, 1.53951428e+003, 1.83464319e+003, 1.94218250e+003, 1.82051587e+003, 1.59565149e+003, 1.22165527e+003, 8.30375977e+002, 4.71100616e+002, 1.51937546e+002, -1.14792725e-003, 2.09951245e+003
 3.70789819e+003, 1.77450647e+003, 8.73362000e+002, 5.86598572e+002, 8.21869812e+002, 1.17708325e+003, 1.58791467e+003, 1.92289050e+003, 2.05692896e+003, 1.98593958e+003, 1.70277490e+003, 1.27440295e+003, 7.77812195e+002, 2.60850555e+002, 8.96189886e-004, 5.01727734e+003
 2.70117236e+003, 1.20299695e+003, 6.62188110e+002, 4.93195892e+002, 6.50292542e+002, 8.88463806e+002, 1.21614380e+003, 1.57371704e+003, 1.84753979e+003, 1.93199939e+003, 1.83212720e+003, 1.49798279e+003, 9.76813110e+002, 3.39161591e+002, 2.06037238e-003, 3.74317969e+003
 5.60170166e+002, 5.13005005e+002, 5.14009155e+002, 5.07410919e+002, 6.07012573e+002, 7.15553345e+002, 8.69326538e+002, 1.08483862e+003, 1.31920361e+003, 1.45569287e+003, 1.49596533e+003, 1.31585376e+003, 9.05207214e+002, 3.21985260e+002, 1.55155663e-003, 5.46683044e+002
 -1.35761426e+003, -1.57718002e+002, 3.76041412e+002, 5.13752563e+002, 5.78169495e+002, 5.89195435e+002, 5.81495972e+002, 6.02026062e+002, 6.66629700e+002, 7.28893433e+002, 7.77882996e+002, 7.20108765e+002, 5.13491638e+002, 1.84184540e+002, -2.46988609e-004, -1.93579944e+003
 -1.92058154e+003, -5.18468445e+002, 2.16838837e+002, 4.21608093e+002, 4.62786682e+002, 4.16496582e+002, 3.03416199e+002, 1.59721313e+002, 2.99369602e+001, -4.18467178e+001, -8.26066742e+001, -8.25595474e+001, -6.19825592e+001, -2.66089096e+001, -1.55137456e-003, -2.50268042e+003
 -1.07877515e+003, -3.98393768e+002, 4.95991974e+001, 1.98049484e+002, 2.01429474e+002, 1.19672112e+002, -4.43498497e+001, -2.76404877e+002, -5.29924988e+002, -6.99782410e+002, -8.20226379e+002, -7.85260254e+002, -5.73801697e+002, -2.13677521e+002, -2.15987233e-003, -1.31410010e+003
 3.35322418e+002, 3.79286842e+001, -7.50878220e+001, -1.07190231e+002, -1.89699066e+002, -3.13859619e+002, -4.96352386e+002, -7.31266724e+002, -9.83660889e+002, -1.15022644e+003, -1.24803699e+003, -1.14892419e+003, -8.18310242e+002, -2.97570953e+002, -1.89103221e-003, 4.90738525e+002
 1.27847583e+003, 3.43658966e+002, -1.91905075e+002, -4.03961060e+002, -6.25866638e+002, -8.16121399e+002, -9.98825317e+002, -1.16815405e+003, -1.30284180e+003, -1.35962585e+003, -1.32025098e+003, -1.12123108e+003, -7.55288147e+002, -2.65635498e+002, -1.61239516e-003, 1.65015308e+003
 1.14230090e+003, 2.16841339e+002, -3.48050873e+002, -6.33554016e+002, -9.89110657e+002, -1.24755164e+003, -1.41526416e+003, -1.48042126e+003, -1.43926721e+003, -1.33766235e+003, -1.11872510e+003, -8.29819031e+002, -5.02810089e+002, -1.66574371e+002, -1.85227755e-003, 1.50646826e+003
 5.53464661e+001, -3.41179901e+002, -5.88050659e+002, -7.97345154e+002, -1.19267737e+003, -1.46627295e+003, -1.59294641e+003, -1.55192114e+003, -1.35899329e+003, -1.13447681e+003, -7.98578918e+002, -4.83387634e+002, -2.38236526e+002, -6.88442535e+001, -2.22482160e-003, 2.18000626e+002
 -1.31937817e+003, -1.04493994e+003, -8.78754517e+002, -9.48533386e+002, -1.22284521e+003, -1.40496997e+003, -1.44836499e+003, -1.32930493e+003, -1.07480408e+003, -8.25312988e+002, -4.99465088e+002, -2.40468292e+002, -8.35615387e+001, -1.65690060e+001, -2.42890976e-003, -1.41622205e+003
 3.22061206e+003, -4.19380829e+002, -9.05957764e+002, -1.07823132e+003, -1.12081091e+003, -1.11177588e+003, -1.03191174e+003, -8.73769714e+002, -6.60994812e+002, -4.87227875e+002, -2.84517059e+002, -1.38022720e+002, -5.27510414e+001, -1.23740740e+001, -2.56175897e-003, 1.20380566e+004
 6.85713184e+003, 1.73766052e+003, -4.08941864e+002, -9.91094238e+002, -8.82309021e+002, -6.97703552e+002, -5.06115265e+002, -3.44322296e+002, -2.30129211e+002, -1.76357269e+002, -1.35509354e+002, -1.09066299e+002, -7.53674622e+001, -2.80172577e+001, -2.72667082e-003, 8.34044922e+003
 3.64669995e+003, 2.39463086e+003, 1.07623566e+002, -4.68645782e+002, -4.15747589e+002, -2.22501923e+002, -2.31253319e+001, 9.87993851e+001, 1.19370148e+002, 7.90521164e+001, 2.82464862e+000, -5.69809151e+001, -6.67792206e+001, -2.89433708e+001, -2.75854813e-003, 3.15295776e+003
 -2.31150269e+003, 2.22802414e+002, 3.00782379e+002, 3.75162354e+002, 3.04916779e+002, 3.28632477e+002, 3.86398560e+002, 4.08395081e+002, 3.59083130e+002, 2.80182098e+002, 1.63478958e+002, 6.72134323e+001, 1.35344276e+001, -9.92986783e-002, -2.66113644e-003, -2.96714136e+003
 -6.34548291e+003, -2.10239624e+003, 4.32868713e+002, 1.10180969e+003, 1.06871655e+003, 9.28150513e+002, 7.79721252e+002, 6.51396301e+002, 5.37035828e+002, 4.50259155e+002, 3.44029083e+002, 2.40916138e+002, 1.42930969e+002, 4.75750809e+001, -2.45972374e-003, -7.84137061e+003
 -6.71746338e+003, -2.20187500e+003, 6.11407715e+002, 1.32779810e+003, 1.52048975e+003, 1.41308521e+003, 1.17505981e+003, 9.33722107e+002, 7.47911438e+002, 6.39587524e+002, 5.27724365e+002, 4.09850037e+002, 2.65492676e+002, 9.25664902e+001, -1.91172340e-003, -9.21776074e+003
 -3.77084155e+003, -6.54114319e+002, 6.60338623e+002, 1.06374988e+003, 1.46082593e+003, 1.56820789e+003, 1.45977954e+003, 1.24608167e+003, 1.02754895e+003, 8.78105652e+002, 7.11809875e+002, 5.41679810e+002, 3.45795807e+002, 1.19304131e+002, -1.45269057e-003, -6.28914307e+003
 3.37759674e+002, 8.76457520e+002, 6.10451599e+002, 5.93008362e+002, 1.00876367e+003, 1.32089063e+003, 1.46664258e+003, 1.43709814e+003, 1.28574097e+003, 1.12061169e+003, 8.87870667e+002, 6.43042236e+002, 3.90964447e+002, 1.31233643e+002, -1.06118363e-003, -1.03046399e+003
 2.88138110e+003, 1.49930627e+003, 4.97241608e+002, 2.06058411e+002, 4.70745361e+002, 8.18984070e+002, 1.14522058e+003, 1.33542371e+003, 1.34517285e+003, 1.23732935e+003, 1.00557031e+003, 7.20977539e+002, 4.27494415e+002, 1.40948654e+002, -6.48369314e-004, 2.62712817e+003
 3.16437866e+003, 1.25773206e+003, 3.28842316e+002, 2.23836632e+001, 9.13895187e+001, 3.07241211e+002, 6.19858154e+002, 9.13108887e+002, 1.08155103e+003, 1.09042322e+003, 9.65105164e+002, 7.31511230e+002, 4.48094299e+002, 1.49907227e+002, -1.89728729e-004, 4.29591895e+003
