1234567890,,100
通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16
99.743,138.996,115.707,104.092,107.525,108.021,109.795,95.299,112.961,110.31,97.473,89.138,106.037,106.113,-2.853,15.762
117.405,103.977,108.04,113.094,90.206,108.555,115.955,111.893,106.133,120.323,114.658,98.808,109.642,115.479,4.185,2.983
105.026,107.506,125.721,86.868,114.487,112.751,114.697,111.454,105.56,112.98,110.424,100.62,71.4,109.966,-2.93,10.822
102.203,106.094,110.348,122.021,105.675,110.138,111.549,104.874,108.212,117.729,108.345,123.108,125.912,119.522,14.198,12.31
115.917,109.585,105.331,105.694,93.525,87.193,120.819,108.326,110.958,120.056,112.198,114.925,121.353,123.489,-14.832,3.479
88.871,107.677,100.906,100.239,109.413,100.449,115.25,102.642,119.732,113.609,108.097,117.577,116.547,121.849,-3.407,5.672
109.852,109.184,109.394,113.037,102.566,104.473,116.795,108.173,86.849,119.026,118.378,112.103,112.56,113.609,7.694,-5.199
128.353,100.849,99.762,108.631,113.667,112.217,120.056,109.871,112.255,122.669,114.201,107.391,105.541,104.092,10.307,10.345
101.04,102.203,95.242,110.443,105.427,104.225,122.459,102.604,103.691,121.181,109.528,110.806,122.288,122.841,6.836,-0.965
111.053,112.274,97.034,99.438,107.506,120.724,109.261,108.822,103.539,105.98,110.424,114.544,114.773,110.1,20.626,3.441
102.547,118.492,113.838,115.288,102.184,95.985,111.74,90.034,102.261,109.451,107.391,109.356,110.004,103.596,0.465,9.029
132.244,131.157,99.38,120.19,96.138,98.16,108.574,108.021,102.184,97.912,106.819,111.683,110.1,106.667,-3.559,6.245
93.582,115.631,87.631,113.438,102.718,109.07,108.383,117.577,105.198,106.323,103.901,85.438,114.296,113.724,-1.175,13.702
104.225,123.756,107.22,109.68,89.5,101.04,119.598,112.331,98.16,124.481,106.762,108.25,109.299,123.07,-11.627,15.343
105.598,110.348,100.677,108.669,102.985,106.361,107.315,108.021,90.969,100.067,109.489,108.059,118.073,129.154,4.852,-7.774
78.915,119.427,105.98,102.871,106.19,105.503,112.865,105.675,99.571,110.004,99.075,109.566,113.934,113.59,3.651,3.632
111.549,101.231,94.612,96.481,82.558,104.931,112.904,109.013,112.179,119.465,109.795,105.77,90.588,115.135,10.822,-0.66
102.451,105.579,102.737,105.389,103.004,107.01,115.269,115.383,114.677,114.563,108.383,110.844,110.977,109.28,2.354,9.048
101.421,102.928,101.383,113.304,107.353,105.77,114.01,109.966,109.871,118.34,110.901,113.609,111.568,111.607,4.547,2.831
112.007,108.707,98.694,123.547,103.691,103.252,111.588,107.124,106.743,112.637,104.664,111.073,110.748,112.865,2.411,9.735
99.762,127.361,112.236,109.528,105.141,103.462,109.585,105.579,104.359,118.378,106.628,107.506,106.762,106.228,-2.758,16.106
109.299,111.282,113.094,118.053,106.953,105.656,115.917,110.71,103.939,107.964,103.539,102.032,106.514,116.47,6.073,2.506
107.105,115.231,113.457,106.781,110.291,110.329,116.871,110.996,104.13,113.914,106.495,100.83,105.198,104.321,3.059,10.632
101.917,106.476,110.634,110.233,104.836,109.127,116.718,105.37,107.639,123.07,106.628,107.944,112.103,117.844,5.234,0.504
112.179,106.38,107.697,103.996,101.135,104.282,112.446,104.607,107.582,116.489,111.797,112.846,115.936,115.517,7.694,4.414
107.887,106.38,109.985,95.661,104.073,106.113,109.947,103.119,106.953,123.26,111.797,119.389,116.203,114.525,5.405,1.934
112.331,96.443,108.231,114.22,102.184,103.462,116.776,107.735,107.601,120.037,109.566,111.874,111.721,112.904,7.16,-4.932
112.331,103.806,99.037,105.35,108.631,112.35,113.819,111.034,109.985,118.664,107.544,109.108,106.38,100.563,12.539,6.855
97.416,104.073,104.836,116.432,106.228,110.367,117.958,110.519,106.819,113.8,105.503,110.767,108.078,108.307,5.119,3.136
111.149,109.013,103.348,116.356,109.261,105.37,110.481,108.059,102.222,106.915,115.288,110.405,110.806,110.138,7.961,7.999
106.533,117.424,109.642,109.871,104.721,102.375,112.122,105.98,101.212,113.094,108.612,109.947,107.735,104.301,6.016,5.844
115.517,110.615,110.901,112.16,105.331,109.604,112.446,104.683,102.509,114.105,110.538,105.274,107.849,108.879,3.574,4.013
108.44,111.893,98.255,125.721,106.228,111.492,117.119,110.977,103.024,113.113,104.321,104.95,104.893,103.31,10.479,-2.129
107.105,119.026,104.359,109.413,107.258,110.996,117.1,110.538,107.01,115.955,108.345,108.307,105.484,101.784,1.228,14.713
103.31,110.462,105.312,115.574,103.081,106.609,112.179,107.449,106.075,117.901,108.803,116.127,113.171,118.435,1.171,3.994
107.334,115.841,101.765,110.138,104.206,106.018,111.473,107.525,107.372,111.645,110.596,113.247,117.119,118.073,3.841,9.907
104.359,101.936,110.462,107.468,104.263,107.086,110.233,117.805,110.348,117.004,112.846,112.617,113.895,119.579,-1.328,5.157
102.68,104.74,101.879,107.658,101.097,104.073,121.239,113.838,110.1,113.533,108.097,108.86,111.473,109.566,8.648,3.269
101.059,101.86,105.274,97.263,103.672,104.13,116.814,109.604,110.214,114.258,111.492,110.233,110.271,112.904,1.934,9.659
97.836,106.915,117.462,97.588,102.604,103.176,117.405,107.239,101.612,114.01,109.718,112.598,112.541,112.122,6.264,-4.742
125.969,115.021,107.944,110.462,103.996,100.487,112.198,105.98,103.043,115.707,105.122,107.468,108.822,110.462,11.909,1.362
111.416,114.449,116.966,111.588,104.435,107.773,115.345,107.162,101.212,115.231,96.825,105.16,102.795,102.318,4.128,22.209
116.375,108.345,108.612,117.348,109.127,108.631,118.74,108.86,109.642,113.914,100.868,104.549,104.34,106.686,8.343,-1.499
110.195,108.402,108.421,108.459,111.359,108.822,110.176,112.045,107.086,114.296,102.833,108.021,106.724,104.797,7.923,4.7
107.315,106.152,112.675,102.375,103.5,102.337,114.048,109.585,108.517,114.239,111.073,114.124,115.231,119.16,5.157,3.098
114.487,95.699,114.296,112.408,100.735,101.231,107.887,104.168,106.571,115.44,118.435,115.326,115.898,114.086,10.155,-3.96
106.266,114.639,98.694,106.342,100.906,102.871,114.849,109.203,108.879,115.974,109.013,115.479,112.103,103.71,15.781,5.177
99.609,102.604,104.778,110.901,101.994,106.228,118.721,111.683,108.116,117.844,113.571,110.996,107.01,113.609,1.095,3.918
102.165,110.329,99.705,110.538,107.01,109.108,115.383,112.217,104.359,115.917,105.522,110.043,109.985,108.231,8.305,7.828
100.62,114.029,106.113,113.781,104.015,107.868,109.489,106.495,111.034,116.013,105.522,110.214,109.642,114.41,-1.308,7.923
109.604,116.432,103.634,115.841,104.34,106.495,108.364,107.639,105.961,113.476,106.743,108.116,111.835,114.22,3.517,4.28
113.266,115.936,97.683,121.601,106.018,102.947,110.348,108.593,108.021,111.874,104.626,106.133,106.152,109.871,0.656,10.841
96.176,117.138,114.01,107.964,107.887,109.833,113.533,109.89,104.015,110.806,105.694,104.874,105.618,101.345,3.384,14.637
103.1,107.277,106.686,117.5,104.702,107.849,116.337,112.598,107.01,110.653,108.612,104.836,109.013,117.691,1.476,4.108
105.885,114.582,105.675,107.582,105.007,107.506,113.609,107.677,107.182,117.748,112.617,109.356,113.972,113.457,6.054,9.201
100.525,115.784,104.588,111.626,101.25,105.694,110.806,103.214,111.034,118.664,109.299,117.023,117.443,121.677,-1.614,6.912
105.16,107.887,104.244,110.176,103.271,104.836,110.424,107.792,109.89,120.914,111.778,113.781,115.917,119.656,4.49,6.302
98.789,110.043,92.991,109.375,105.789,107.048,114.258,112.026,111.607,121.792,104.282,111.32,111.778,114.868,1.419,9.068
91.942,107.105,111.32,104.568,104.797,109.756,114.277,112.293,110.882,117.004,110.157,108.65,111.759,116.032,-5.486,13.607
105.026,102.222,103.271,110.386,104.263,103.062,111.073,108.593,107.697,113.132,110.31,108.002,114.372,116.108,10.307,2.106
110.786,111.626,116.318,106.152,103.92,102.718,111.778,105.541,105.37,111.759,107.658,104.473,109.337,108.631,3.689,8.781
117.157,108.917,114.62,113.209,105.98,105.255,114.449,104.893,102.814,120.132,105.637,106.247,105.846,106.705,8.4,-0.87
112.56,112.923,112.16,111.568,105.255,110.424,119.102,108.288,106.705,111.549,101.116,102.737,102.07,105.179,6.683,5.253
106.037,108.784,108.364,102.68,112.923,113.132,115.688,106.609,111.931,120.056,104.397,107.811,105.713,108.479,1.61,1.324
107.277,101.25,116.966,107.353,104.759,107.62,116.508,96.386,107.544,116.432,104.702,115.936,116.432,121.487,-7.393,9.392
112.122,103.348,103.214,105.427,101.097,101.154,109.146,106.209,92.094,116.318,114.582,113.113,115.44,121.696,13.741,2.316
107.887,104.206,108.212,103.977,104.588,99.972,118.34,105.026,110.157,126.255,105.923,91.923,102.432,109.413,8.133,0.675
106.38,101.383,104.893,97.187,116.699,110.653,121.162,112.77,108.727,112.598,103.596,106.724,122.65,137.585,0.046,6.798
95.776,114.029,97.912,107.83,104.836,101.65,102.928,111.816,107.773,112.465,104.721,112.236,107.315,107.697,5.844,13.378
127.285,109.795,118.855,110.233,105.999,104.168,113.838,109.108,109.28,100.639,103.348,106.762,111.282,122.917,-5.695,9.563
114.239,123.89,121.105,114.048,104.607,97.759,111.816,105.293,117.348,98.618,97.95,122.86,108.402,109.833,11.681,-5.161
105.579,86.105,114.067,106.19,125.683,107.525,111.778,105.846,94.383,119.026,83.626,98.312,98.789,114.658,3.88,11.814
108.459,102.413,125.454,98.351,135.468,107.887,131.1,103.157,112.942,127.533,115.211,116.89,106.915,99.609,10.059,11.337
111.664,117.443,104.778,114.067,105.026,109.489,105.026,121.487,122.536,116.432,113.113,104.931,114.372,117.5,3.574,6.721
106.59,102.146,102.699,120.399,113.266,108.135,111.816,105.865,101.059,124.538,121.143,115.402,121.124,110.882,3.937,5.577
95.718,99.323,115.803,111.492,108.707,113.686,119.617,104.588,108.326,118.034,106.342,108.192,113.285,119.484,-1.366,6.989
112.179,99.934,108.364,110.1,112.999,104.168,113.094,111.664,111.073,120.342,107.697,111.588,112.999,107.162,14.198,10.689
99.915,100.391,106.075,103.062,128.849,112.026,112.942,119.217,104.797,116.852,107.029,109.585,112.083,95.108,-12.295,14.046
110.729,119.026,110.767,108.383,103.043,106.667,131.538,114.601,100.296,134.037,107.582,112.694,111.378,118.931,6.702,10.918
112.255,116.013,91.618,112.961,99.113,107.62,110.691,104.378,126.904,137.318,112.446,110.062,112.789,114.811,5.024,5.615
109.604,121.029,100.792,104.321,112.713,105.885,110.5,103.119,110.844,111.053,84.694,111.359,102.814,99.762,2.182,9.277
106.647,112.141,118.263,100.506,109.833,113.094,110.023,112.865,106.457,109.299,102.184,98.923,90.549,106.266,-5.695,11.719
100.601,107.868,109.356,116.28,119.923,121.296,117.691,113.037,117.577,111.759,103.271,106.056,103.119,106.972,19.31,2.583
101.44,110.691,115.345,103.043,103.481,108.078,115.116,115.574,105.465,110.348,116.661,105.961,110.825,110.996,1.991,10.174
113.419,113.686,109.623,114.372,94.574,100.067,111.168,106.247,108.212,104.931,124.577,122.498,115.078,123.756,-3.33,9.392
109.413,108.746,99.876,117.729,102.852,105.236,110.291,106.476,103.825,121.449,112.885,106.895,117.748,115.879,5.119,9.83
85.781,112.007,84.141,111.95,119.846,116.623,112.713,113.419,104.816,127.151,108.231,113.743,107.029,100.487,14.065,13.092
76.721,101.574,110.023,106.876,105.694,111.683,122.803,110.977,98.408,122.269,120.819,105.961,107.964,110.424,-3.75,5.444
106.228,108.364,112.713,122.383,110.023,105.865,115.421,110.538,96.004,98.484,107.124,100.01,111.816,127.361,3.727,3.288
108.021,110.043,90.797,106.419,89.977,105.408,109.184,102.528,103.462,115.211,103.119,115.383,104.912,117.329,5.253,11.49
107.506,120.285,111.702,114.716,85.094,91.141,114.964,100.811,109.985,116.432,103.195,109.261,102.013,104.416,-20.916,6.207
110.157,114.334,104.626,117.214,105.637,105.942,122.269,111.588,105.885,114.677,103.958,107.944,105.656,107.43,0.027,-5.505
110.1,108.498,101.879,124.901,108.669,107.658,116.661,113.705,110.653,110.672,102.699,105.141,106.228,104.263,8.705,0.942
101.765,122.612,103.806,110.844,107.086,107.258,114.906,111.797,105.598,115.936,107.372,110.214,107.029,101.498,15.591,3.994
106.304,106.075,89.92,113.8,102.261,104.702,114.143,109.642,105.007,116.127,116.318,125.282,117.348,119.865,1.82,4.452
108.822,115.078,101.421,110.767,100.735,103.863,112.16,107.239,105.56,120.38,112.789,114.716,102.833,113.991,9.735,3.994
99.667,109.146,102.222,109.985,102.604,110.844,111.893,109.89,118.263,118.683,109.642,113.609,112.827,114.735,-0.126,9.239
100.105,105.675,98.103,111.588,105.656,107.563,116.432,113.476,110.863,117.233,109.108,112.16,110.462,112.122,5.997,3.098
104.149,100.639,98.236,121.563,104.836,108.173,113.762,111.816,109.184,114.677,108.307,112.122,109.528,109.241,7.389,2.22
104.683,125.549,102.814,109.261,102.985,104.721,110.958,105.961,103.329,114.258,109.718,111.549,110.577,101.383,13.206,8.095
108.345,115.536,109.489,118.759,104.282,105.579,112.408,106.647,103.119,113.533,111.34,107.124,105.293,110.519,1.705,3.708
113.819,117.138,104.378,115.383,109.013,107.582,117.71,108.307,104.416,111.797,101.688,104.378,104.836,104.092,9.888,0.237
107.525,110.996,110.004,113.323,110.596,110.958,111.32,114.925,109.203,112.999,101.727,103.386,101.154,98.541,6.493,5.939
107.639,103.252,110.615,107.239,108.326,105.064,117.043,110.176,109.451,114.22,106.609,109.489,111.435,114.067,4.948,3.498
113.285,97.931,114.925,112.827,99.724,100.906,112.904,110.023,105.217,114.811,114.201,116.508,115.746,112.484,9.792,-5.543
114.277,111.912,99.876,106.915,102.07,100.239,111.282,105.713,106.4,117.691,110.996,117.176,115.021,112.77,15.247,2.277
101.879,103.825,106.552,108.44,100.62,103.195,117.062,112.942,105.141,119.827,112.064,113.056,110.424,111.473,3.155,3.384
104.301,104.683,97.511,112.656,105.465,108.707,116.051,111.664,111.435,119.694,104.836,109.375,109.356,108.841,10.403,-0.813
103.71,109.013,105.808,109.222,106.495,108.059,112.732,114.334,111.969,111.721,106.972,108.784,112.656,107.639,4.623,7.027
106.609,108.517,110.348,111.473,109.108,104.626,112.274,107.334,107.525,114.105,107.658,110.023,109.146,108.974,5.367,1.514
120.972,99.552,117.577,113.8,102.089,101.765,112.656,109.585,104.797,108.04,108.307,109.051,108.517,106.571,10.765,-3.96
119.884,119.274,101.936,110.92,105.789,105.503,111.359,108.135,104.053,112.331,104.435,106.266,105.37,100.811,16.087,3.002
106.647,107.83,113.304,114.334,107.468,109.947,117.615,111.473,105.064,113.361,100.811,107.506,106.953,103.271,3.613,2.792
112.484,108.44,102.184,115.65,105.312,107.239,118.893,108.574,108.727,118.549,107.353,109.966,107.334,107.525,14.256,-0.393
110.023,110.405,107.01,106.705,106.152,102.776,110.348,111.607,106.915,115.517,106.075,114.792,119.98,111.073,7.046,6.168
108.898,105.255,110.882,104.244,106.094,101.803,111.95,108.517,99.514,118.607,112.465,115.307,116.108,117.252,5.367,2.239
111.111,94.326,109.985,115.86,103.634,105.236,112.198,116.013,109.184,115.574,113.533,110.882,112.103,110.214,11.395,-4.189
105.77,111.568,98.179,106.686,100.868,107.105,117.1,113.113,111.263,114.372,110.748,110.157,110.195,103.329,13.512,3.403
97.836,101.326,106.686,110.348,101.555,105.255,116.241,108.669,106.495,117.558,108.936,113.132,108.288,108.517,4.128,3.918
113.361,110.5,101.669,114.639,103.615,103.767,113.762,105.331,106.647,114.258,106.228,114.086,112.904,113.247,8.362,-1.671
117.577,116.508,111.435,108.917,105.999,101.803,109.604,111.855,104.588,113.018,103.863,109.299,105.255,102.909,7.027,5.253
112.103,110.996,113.972,111.034,110.195,106.113,114.372,108.803,104.568,110.882,102.299,105.923,105.236,105.389,4.013,3.67
111.626,101.173,121.677,114.887,109.127,108.44,121.239,116.928,103.806,111.111,104.759,102.051,102.68,103.405,7.141,-4.951
117.519,106.438,105.274,109.852,107.391,109.108,117.252,110.176,105.999,114.868,105.274,105.961,108.765,119.77,9.22,2.888
107.525,108.688,113.094,101.612,102.451,104.626,114.277,106.113,106.724,119.675,103.672,112.961,116.642,114.868,3.994,4.738
114.048,101.421,106.762,109.28,100.372,102.222,109.528,102.337,110.271,115.192,112.713,118.244,116.299,120.552,6.416,-0.107
109.451,105.885,105.255,103.462,101.994,99.857,116.07,113.552,110.31,115.974,105.637,114.258,113.533,106.953,8.018,3.765
102.795,100.754,108.402,95.661,107.62,104.797,117.825,112.865,110.386,118.778,107.182,109.261,106.533,110.157,3.46,6.874
100.487,99.552,117.1,109.127,105.255,108.917,118.206,110.786,103.539,112.961,107.43,108.612,108.688,111.664,4.089,-2.186
117.729,108.116,104.836,110.157,105.522,105.637,114.391,106.953,104.511,114.468,107.697,107.353,109.795,118.492,9.869,1.724
109.375,114.334,113.304,103.291,103.043,104.282,112.732,103.462,102.299,115.326,100.83,107.906,107.372,107.105,4.051,5.749
120.38,106.037,112.465,111.626,105.236,106.19,111.797,105.37,107.105,114.162,104.74,106.361,106.972,113.113,2.163,3.345
110.462,108.212,108.707,111.492,109.413,103.844,119.255,113.342,102.833,109.718,102.451,103.024,105.083,106.457,7.885,5.272
106.628,107.639,111.626,100.639,103.386,107.983,118.111,111.492,107.944,113.247,106.552,105.198,103.1,108.25,1.324,10.937
95.47,115.479,113.266,108.154,103.462,108.04,117.71,106.38,103.424,117.252,108.555,112.637,110.367,119.331,-4.189,6.931
114.735,106.647,105.999,107.849,100.964,102.222,115.803,107.201,105.484,117.882,110.291,114.658,117.901,129.822,5.1,3.975
102.432,109.756,109.432,102.795,103.539,106.113,109.89,108.212,109.566,120.38,107.43,111.95,111.053,110.691,3.918,6.207
106.781,97.53,105.007,106.743,101.212,109.47,115.135,116.814,111.835,118.645,109.661,111.969,113.285,118.187,4.929,0.942
106.152,104.912,102.032,107.792,108.86,105.618,117.615,113.438,108.021,118.492,106.705,108.86,111.168,108.479,8.4,4.051
107.048,105.389,108.383,96.481,104.874,102.413,113.819,106.342,106.762,112.16,107.582,113.647,114.029,113.056,0.16,9.106
107.277,110.634,123.26,94.345,95.928,103.386,115.726,104.435,97.13,113.647,106.228,106.857,100.639,107.468,-1.328,2.907
123.718,110.596,112.713,112.045,102.852,112.675,113.018,107.41,103.138,112.522,104.263,104.187,106.361,117.481,1.019,6.95
106.972,118.073,114.048,107.83,101.212,114.277,108.803,107.277,110.5,108.612,97.13,99.8,100.925,104.721,2.354,3.555
112.198,103.043,107.525,111.492,107.887,108.707,112.98,94.517,123.966,106.094,106.705,107.067,108.536,111.435,-0.603,19.424
99.457,115.898,117.882,114.41,103.271,107.162,112.694,109.165,103.634,125.607,115.784,127.19,112.789,115.364,4.7,5.005
103.405,115.841,92.686,83.454,98.274,104.912,106.895,102.604,110.596,115.726,113.285,132.969,124.081,131.443,2.373,4.738
94.116,107.83,96.348,108.974,86.01,101.307,124.481,107.296,111.969,115.135,122.421,122.898,122.192,112.293,-10.311,16.773
106.094,101.994,100.601,116.108,121.429,107.048,102.165,112.484,118.111,117.023,100.201,109.68,110.195,116.28,1.4,-15.556
93.22,126.102,102.299,107.048,111.549,103.119,117.901,105.904,123.775,115.841,98.656,105.389,94.536,99.419,-13.306,9.201
115.345,91.98,110.958,123.928,104.301,112.026,99.934,120.152,104.206,112.885,92.781,111.988,120.628,116.623,11.642,12.939
111.988,117.805,104.321,134.342,102.509,113.762,118.378,122.765,88.833,107.735,108.707,93.391,106.495,119.236,3.956,9.106
101.135,119.102,99.133,116.375,101.784,103.024,108.917,128.811,101.383,112.255,110.806,106.4,105.446,96.024,10.136,-2.644
103.386,124.1,104.244,111.988,108.212,111.053,108.974,108.936,106.953,109.28,106.552,105.141,104.988,99.476,7.027,-7.431
101.002,104.874,104.015,122.383,106.667,110.634,117.634,113.457,116.337,91.579,104.015,101.059,123.604,103.691,3.422,3.117
112.331,101.345,97.645,110.443,96.272,111.931,114.449,109.833,101.65,112.503,129.269,86.849,110.634,120.323,9.201,1.591
107.677,115.479,109.737,106.934,112.446,106.934,114.334,104.378,105.312,114.391,113.781,114.182,113.953,116.661,6.779,-0.05
107.086,105.312,110.233,106.113,108.574,120.533,114.62,105.98,110.596,122.097,118.301,115.459,115.211,108.498,10.574,13.416
111.32,101.955,97.225,120.209,103.405,104.015,105.16,103.977,115.097,118.645,118.683,111.835,115.135,108.25,15.686,-3.254
131.176,96.539,103.539,113.38,106.304,109.852,108.879,112.026,110.538,135.429,110.577,108.44,113.552,102.814,10.498,17.498
103.004,106.19,116.642,105.808,106.361,110.443,115.269,101.727,96.1,122.04,107.372,99.094,95.547,108.994,7.256,2.983
116.909,110.214,104.416,112.904,111.607,93.811,104.225,107.029,100.544,109.489,113.056,115.135,110.157,102.318,17.288,4.623
106.266,118.702,113.819,107.124,93.811,105.198,101.25,122.402,99.438,114.201,101.765,110.577,103.081,85.8,8.648,15.114
98.98,90.225,118.721,102.566,104.187,114.22,98.942,109.585,96.825,130.127,99.075,94.326,95.814,110.519,6.378,7.542
111.931,102.528,85.457,119.35,121.506,121.849,128.277,107.22,107.582,115.097,97.511,120.972,104.721,118.378,18.013,0.198
117.538,107.086,104.435,102.489,121.258,101.822,105.637,110.672,93.906,116.528,105.408,115.517,129.745,121.868,2.373,6.34
106.247,104.568,108.631,100.525,103.443,114.277,109.489,96.119,112.846,118.721,113.552,116.547,116.89,116.222,17.67,11.929
114.925,95.318,103.539,108.86,102.108,93.754,110.214,122.307,87.822,107.258,111.683,115.345,117.958,115.746,10.059,2.449
94.307,115.192,97.683,106.895,102.737,105.961,118.301,110.634,108.707,127.094,89.882,109.47,114.334,103.71,7.198,4.7
103.348,111.034,100.258,105.255,105.141,113.457,118.34,108.498,108.059,117.844,110.462,102.566,103.539,109.604,5.768,3.479
108.536,101.574,105.236,111.092,104.988,108.326,117.1,106.972,103.825,116.222,106.19,108.917,95.242,102.146,5.329,-4.761
124.195,107.201,105.484,110.653,106.647,134.304,101.479,104.683,104.664,116.814,104.893,110.748,110.271,102.489,8.076,2.85
114.639,105.503,110.386,113.953,106.419,105.923,116.127,105.865,99.438,119.045,108.307,107.849,104.435,107.353,8.858,-1.041
110.157,109.737,108.097,107.83,106.876,111.473,119.503,109.146,107.849,115.25,100.945,103.786,101.707,110.558,5.863,5.596
103.233,115.192,102.661,107.677,109.299,107.124,114.296,107.162,111.282,121.429,104.874,109.642,108.86,115.021,2.43,9.048
103.519,105.35,119.35,106.38,106.228,106.857,112.598,107.563,107.544,114.944,111.13,112.732,113.59,123.718,-4.494,7.961
114.62,105.312,106.266,109.146,104.015,104.359,110.233,105.98,110.691,119.064,109.795,115.135,112.408,107.525,15.839,3.098
101.803,103.1,107.849,111.778,105.179,105.446,117.157,108.078,111.073,117.767,109.833,112.236,114.449,109.642,3.632,5.119
107.01,96.882,104.225,105.122,104.607,104.321,119.541,112.865,103.634,122.993,112.35,113.152,110.71,110.901,8.934,-0.774
104.759,102.146,105.446,107.048,103.634,108.459,116.013,105.942,105.141,118.111,107.449,110.252,109.985,114.735,6.435,4.7
107.773,115.936,108.536,101.917,107.277,106.628,110.481,104.626,105.408,118.111,106.552,110.481,111.588,111.568,4.395,3.632
114.449,104.225,120.743,111.702,107.582,106.476,110.233,103.748,104.893,112.389,103.863,103.653,103.386,113.476,-5.028,8.705
119.656,108.288,111.549,111.111,110.367,106.895,116.699,109.871,106.59,110.462,100.372,102.337,100.582,106.133,13.168,0.523
106.819,108.631,115.974,113.419,110.577,110.958,116.375,110.92,108.135,112.808,105.999,102.261,101.212,104.015,3.345,10.441
106.686,106.152,112.389,112.56,105.541,105.579,117.653,104.53,104.721,120.991,108.631,111.778,110.558,118.282,5.692,0.694
113.724,108.994,106.724,104.893,99.915,105.141,110.538,104.435,106.38,120.705,112.026,115.383,112.408,119.198,4.852,6.741
103.539,112.656,100.048,105.122,107.506,103.1,108.803,105.598,107.677,125.397,106.323,116.871,114.849,119.617,2.926,6.416
101.421,98.675,115.822,104.378,102.699,106.972,114.983,111.607,109.356,118.263,109.318,108.765,106.419,117.882,-6.306,10.555
105.503,98.312,100.868,112.293,106.647,108.822,114.296,116.432,111.378,117.023,104.359,105.77,105.56,114.62,11.337,0.885
100.62,108.269,112.045,106.533,107.124,108.269,117.252,109.299,107.43,113.018,108.555,105.637,108.879,111.111,3.04,8.934
109.604,103.157,114.124,113.495,105.16,105.637,114.029,102.089,101.936,120.857,109.795,109.509,109.07,114.544,6.836,-0.221
119.35,113.838,112.064,96.577,100.906,104.683,110.977,103.596,105.427,112.923,104.797,106.228,105.293,112.16,5.31,6.092
109.356,118.206,105.274,111.301,110.233,107.315,109.756,104.721,107.468,113.819,99.781,106.609,102.928,108.078,1.591,10.765
98.98,110.92,114.658,111.74,109.547,110.748,116.241,109.795,108.021,111.111,103.348,106.094,105.522,104.797,-2.491,16.621
102.528,108.707,105.446,115.326,105.618,107.697,115.898,112.141,107.468,114.773,108.936,108.688,107.773,119.026,2.144,3.937
105.103,112.675,106.171,106.819,103.653,104.797,111.359,107.773,103.901,121.449,112.026,114.067,115.383,116.547,4.108,10.479
101.517,108.44,109.489,110.233,101.116,105.637,115.307,104.015,106.647,122.784,111.511,114.658,113.934,121.83,4.738,0.313
109.013,104.626,104.855,107.754,101.135,107.506,112.808,109.146,111.626,119.884,112.713,110.004,108.269,116.261,4.7,6.111
97.874,108.021,99.323,106.743,107.525,108.669,116.47,111.645,113.953,117.138,105.293,111.492,110.882,112.637,2.068,6.721
97.95,98.217,115.154,106.915,107.01,107.086,114.315,107.124,109.814,117.329,108.631,111.301,108.612,116.947,-6.783,12.043
111.645,107.182,104.988,113.075,109.68,102.203,110.481,107.067,106.304,115.135,102.852,111.092,110.367,117.081,11.509,1.629
111.301,117.882,114.334,111.912,105.389,102.585,109.184,104.969,103.5,112.427,104.168,105.103,105.484,106.724,4.013,8.095
114.201,107.01,114.658,115.898,107.353,106.285,118.797,108.021,95.737,117.71,104.836,104.492,103.596,109.127,7.465,-0.736
112.503,110.863,112.484,114.811,108.765,112.255,119.007,108.688,107.391,115.135,104.626,100.906,98.77,106.724,5.253,5.52
103.367,112.408,102.108,110.977,110.825,108.326,114.41,107.677,109.528,119.16,100.925,106.38,109.68,115.669,0.408,10.86
100.258,111.893,116.203,107.162,103.767,103.767,110.1,107.124,109.07,115.479,115.211,112.827,113.113,118.664,-5.142,14.37
107.296,104.759,103.825,109.528,101.269,100.563,109.699,105.808,108.479,117.1,112.083,116.413,114.143,125.854,4.948,2.354
104.168,108.116,109.566,107.01,103.024,103.119,115.765,109.718,108.25,118.416,112.37,110.672,111.244,111.416,3.403,8.858
101.288,99.59,105.484,107.124,106.113,106.171,117.329,110.806,108.192,125.397,108.822,108.212,108.364,112.541,7.999,-0.774
105.255,105.865,106.59,111.664,105.16,110.062,119.007,108.097,104.988,115.04,104.797,106.533,107.506,113.132,5.52,5.73
103.519,113.247,109.623,102.68,109.451,109.547,111.034,103.92,104.912,118.74,105.618,109.871,111.397,111.015,3.975,4.089
115.173,102.528,120.914,108.173,104.549,103.958,112.141,103.176,104.874,112.541,104.435,107.277,107.43,114.849,-2.949,5.386
124.557,110.043,109.604,110.424,106.609,106.686,110.767,107.563,104.836,113.419,102.432,103.539,101.307,106.762,14.332,1.991
108.04,108.173,114.105,111.988,109.146,109.795,115.002,108.784,103.901,110.653,106.152,106.19,105.808,105.885,3.498,9.163
108.364,104.416,112.408,111.13,102.375,105.713,119.083,108.612,104.95,124.119,108.288,109.566,103.748,112.541,8.801,-0.622
111.168,110.081,107.239,112.484,105.007,110.538,113.018,105.484,105.446,120.495,105.141,114.41,113.132,114.639,10.937,4.185
105.503,110.424,109.661,101.841,107.735,109.051,110.996,106.018,104.549,119.751,109.299,116.928,119.122,115.746,8.953,2.926
