1234567890,,100
通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16
116.661,110.233,108.517,107.62,109.585,102.776,111.511,111.416,105.408,114.048,113.571,113.743,118.511,115.669,3.174,2.029
105.598,108.612,104.549,103.024,106.667,102.165,114.162,102.833,115.059,111.168,111.149,116.585,113.304,113.819,3.517,8.076
103.977,100.563,102.261,106.266,105.083,101.517,123.051,100.945,116.737,124.386,111.797,113.113,112.789,111.263,4.604,5.558
100.506,105.618,103.195,109.413,96.043,111.034,124.577,109.07,107.067,117.92,111.855,81.604,109.203,111.835,6.454,3.899
98.255,106.438,104.874,113.285,110.138,103.081,112.579,108.555,111.626,110.786,110.138,110.443,111.74,115.402,4.166,3.975
111.759,115.707,111.263,106.762,101.002,110.004,107.43,104.263,106.724,110.615,107.258,108.727,112.35,106.514,7.923,8.896
112.408,112.389,111.626,117.443,101.269,107.182,112.026,105.331,102.661,114.048,104.282,106.895,103.596,105.637,5.882,4.604
112.846,112.904,112.923,115.936,108.631,107.239,119.141,108.192,97.721,121.048,101.555,104.74,101.688,105.465,5.672,4.662
107.83,107.849,108.364,110.71,115.612,100.239,121.124,115.746,102.909,112.427,106.495,103.672,104.225,104.931,4.089,5.272
106.38,111.588,107.697,113.247,111.282,102.718,115.955,108.669,112.522,109.222,107.162,112.904,113.991,111.549,5.806,5.653
98.522,112.484,103.977,105.217,99.876,104.244,114.334,98.16,107.83,119.637,110.271,117.882,115.459,118.912,5.844,4.623
106.113,108.917,105.274,113.209,96.272,103.157,110.5,107.964,103.233,119.884,111.492,111.931,124.653,120.19,3.193,4.013
105.484,105.408,105.293,110.729,100.296,108.631,111.416,117.443,100.468,117.157,107.773,110.271,109.28,111.092,3.784,5.329
103.386,101.288,102.07,107.735,109.318,101.936,119.541,119.923,105.904,114.162,108.555,110.367,108.307,109.871,5.939,5.1
102.013,104.168,106.228,101.765,111.969,113.094,112.045,108.383,105.713,119.312,108.612,109.776,110.462,112.484,4.261,5.348
111.359,111.168,107.43,107.983,103.081,103.806,117.043,99.4,105.026,114.716,107.735,109.299,110.92,110.672,-0.278,10.365
119.541,116.241,111.378,112.37,104.95,97.168,114.983,105.37,105.904,108.955,104.988,107.849,109.928,106.857,6.531,6.207
111.282,112.179,109.451,113.609,105.827,109.127,110.767,109.451,100.067,109.184,106.19,106.4,103.806,103.806,7.484,5.1
103.977,112.694,107.01,115.917,104.626,114.563,108.593,113.075,114.41,108.841,104.988,107.506,105.007,104.74,5.92,4.776
104.263,109.394,106.476,101.65,108.86,114.449,110.348,110.462,105.465,121.487,105.846,107.41,108.135,113.342,3.727,2.659
110.329,106.4,108.135,114.01,100.563,105.637,112.789,112.37,101.059,115.364,111.874,111.778,115.269,118.931,3.727,8.19
110.023,108.135,108.25,107.201,107.601,104.568,109.375,110.882,106.457,119.503,113.895,116.756,111.111,116.852,7.389,4.356
102.985,104.721,102.451,107.735,100.62,110.806,116.394,106.857,109.184,121.868,111.702,112.083,111.53,114.258,6.321,6.683
102.375,105.045,102.337,104.511,105.026,104.244,122.879,102.661,119.617,117.863,109.528,109.127,112.293,117.29,3.727,3.918
103.958,102.299,105.808,108.059,103.615,99.152,126.369,104.473,103.348,116.432,108.44,111.168,110.329,113.571,3.307,3.784
109.261,119.637,110.195,119.846,104.874,102.337,111.282,109.222,107.754,107.506,116.47,106.285,108.898,112.579,5.634,7.504
106.533,119.522,107.773,108.517,105.923,110.214,113.438,99.209,108.784,111.74,106.533,103.176,107.506,104.721,7.542,2.144
111.053,114.182,114.182,120.705,89.252,111.988,119.427,111.397,101.135,114.258,101.192,98.026,114.83,107.525,1.667,0.656
109.699,113.094,112.522,117.977,107.391,120.228,109.089,115.231,99.495,119.427,100.906,103.233,104.836,106.419,5.92,-2.853
114.544,113.132,107.83,107.277,112.961,96.462,124.519,121.544,95.623,112.045,104.53,114.525,109.07,111.263,-2.205,12.863
112.16,125.988,101.879,96.844,111.416,106.552,109.356,101.669,108.25,118.187,94.536,120.705,113.266,112.541,4.013,5.577
118.263,104.111,82.195,113.571,98.885,103.424,116.566,102.413,103.901,124.92,108.765,107.143,99.4,124.081,3.46,3.822
109.261,108.555,109.985,103.844,117.653,94.307,112.007,110.081,107.983,138.119,109.375,99.667,123.508,118.454,-1.499,6.969
103.348,105.656,90.588,94.193,112.331,83.263,109.833,109.661,115.383,106.171,109.795,120.171,123.356,116.146,-6.382,-0.069
112.98,108.898,112.732,112.98,102.718,109.127,122.936,94.574,124.195,119.56,110.176,123.566,112.198,112.122,4.776,4.757
89.443,119.541,126.904,114.048,89.1,112.827,128.143,102.108,105.923,113.609,113.647,117.996,107.449,109.089,13.435,1.514
113.743,111.588,100.639,128.487,95.718,102.203,119.751,97.836,111.416,105.446,106.8,108.517,114.62,97.607,1.915,-3.044
103.176,110.882,110.462,111.111,106.647,97.321,97.492,112.331,103.596,102.299,104.301,109.528,103.348,99.38,14.542,0.465
105.122,110.386,104.034,114.773,103.233,113.056,115.536,97.263,110.367,120.934,99.857,105.37,104.778,107.22,4.91,3.231
109.261,129.059,107.124,114.086,106.628,104.931,123.127,98.999,113.628,116.871,117.653,96.5,107.792,110.081,4.623,1.801
109.642,102.528,114.029,109.642,99.972,97.53,121.925,109.356,100.372,123.203,102.108,116.89,108.25,125.263,2.983,3.994
106.953,106.571,93.925,97.187,116.776,95.28,110.996,107.849,110.519,114.773,111.759,121.048,108.231,130.489,-9.586,8.801
101.974,105.942,103.062,107.086,92.609,110.5,119.083,109.795,109.871,120.819,111.645,110.748,109.909,128.391,6.264,17.021
85.114,107.01,104.092,112.274,103.062,97.626,100.697,111.778,125.34,109.451,109.432,102.623,114.468,119.16,16.373,-19.524
101.841,96.291,115.555,108.746,110.519,102.413,117.805,122.192,103.939,104.836,108.593,95.394,112.846,110.653,7.561,4.7
110.92,79.239,106.075,103.767,112.331,110.901,107.258,111.835,111.988,113.838,80.421,113.056,114.391,114.01,4.395,4.471
117.519,124.29,110.1,112.198,93.563,105.141,105.56,100.372,95.623,114.449,93.792,110.1,100.754,108.212,5.119,0.713
116.089,115.517,121.964,116.07,103.348,84.751,115.707,122.288,100.868,116.127,104.073,121.62,108.86,106.8,3.841,-3.216
120.037,106.037,114.773,117.805,109.222,109.909,114.162,93.964,101.936,112.885,94.154,104.836,116.699,102.909,-5.314,6.855
87.078,109.203,105.408,105.198,107.124,117.386,115.993,111.893,111.645,83.054,115.955,108.86,102.909,101.192,-6.496,9.468
107.677,110.348,103.138,113.228,103.825,103.5,135.162,113.533,118.225,114.544,114.983,117.062,116.47,116.947,-6.554,1.686
98.427,106.781,107.353,112.961,71.247,118.397,98.141,95.394,106.647,108.86,115.86,116.108,115.707,127.342,-4.093,-6.821
122.612,105.331,105.77,114.773,101.727,99.915,126.541,105.217,114.143,126.045,109.909,113.571,110.939,112.999,3.746,5.501
99.8,107.105,105.408,116.661,100.182,110.31,117.023,111.511,105.198,115.498,105.16,111.416,106.4,111.378,6.035,5.692
105.77,112.293,108.688,114.906,105.446,104.473,112.522,107.773,94.536,125.53,109.013,107.315,108.555,113.724,7.542,3.117
108.688,113.781,108.994,106.285,107.983,97.34,108.574,116.318,100.105,111.416,107.906,107.773,109.432,111.874,-3.502,4.07
113.819,111.454,109.604,106.094,116.108,100.334,111.263,104.702,110.233,111.874,103.958,105.35,107.658,106.781,3.613,7.885
100.868,108.994,108.574,110.023,107.868,110.348,120.037,103.786,103.863,112.408,103.729,105.179,105.35,108.936,4.967,3.88
108.688,110.081,109.241,115.879,98.808,111.149,116.89,111.359,104.874,119.045,103.176,105.98,111.187,107.983,2.602,4.91
110.691,107.697,108.517,116.28,103.31,107.468,109.909,112.751,96.481,124.863,107.239,114.334,114.353,114.792,2.411,2.583
106.876,110.157,104.95,105.808,106.705,96.939,111.168,116.909,102.356,116.737,109.451,117.748,116.318,117.958,4.337,7.084
106.495,105.484,104.607,103.329,101.822,115.383,107.887,107.887,107.124,126.122,111.721,114.83,111.931,113.152,3.422,5.253
100.945,106.533,101.917,105.56,100.029,106.724,121.372,113.781,105.923,121.372,111.034,110.1,109.547,116.852,-1.118,4.776
110.958,105.389,102.451,107.201,109.718,105.141,115.078,113.132,107.41,116.852,112.503,108.555,111.721,110.424,3.651,5.672
105.16,107.601,106.113,104.435,109.394,104.473,113.209,103.729,112.446,101.746,111.835,113.876,111.32,112.408,3.155,8.648
109.966,114.62,110.844,110.806,100.105,106.247,108.002,99.037,116.413,111.378,107.086,110.462,106.934,108.135,6.035,4.814
112.541,114.067,111.702,115.498,98.484,119.579,111.187,105.103,101.65,117.348,101.631,105.217,104.759,106.457,4.681,2.964
112.427,113.209,112.179,125.53,104.797,109.07,116.375,116.032,101.822,111.721,101.383,103.043,102.337,105.446,3.517,8.076
106.705,110.996,106.533,112.16,116.089,106.628,116.318,113.323,109.394,114.525,106.514,107.391,103.348,111.473,7.542,4.013
102.909,110.424,104.588,102.509,104.225,105.198,114.296,105.77,110.92,108.765,110.672,111.301,115.822,117.958,5.272,6.416
105.923,108.631,108.326,108.059,98.923,106.152,107.029,98.694,118.416,115.574,114.811,114.239,119.923,119.465,2.411,3.956
105.713,105.179,102.966,110.844,94.116,100.697,123.127,105.274,109.299,115.231,109.871,114.429,111.759,114.01,3.784,4.547
100.83,104.168,105.312,118.034,101.669,105.503,116.146,115.383,109.604,114.582,109.68,111.74,106.533,107.334,7.465,1.781
98.923,101.536,106.304,108.86,106.686,113.705,114.258,112.999,110.672,114.697,106.133,109.089,108.364,112.408,3.231,4.471
107.43,109.795,108.097,112.274,98.427,110.901,113.914,107.773,109.814,120.59,102.337,110.691,112.656,109.547,2.964,4.375
117.233,114.735,107.201,114.716,102.776,104.092,110.729,107.773,91.942,126.369,106.571,109.47,111.626,111.092,4.547,6.931
113.132,114.086,109.337,110.271,106.457,93.182,122.536,106.018,102.451,111.607,107.124,106.304,105.923,108.555,6.054,7.065
106.38,108.192,109.509,110.767,107.62,104.111,114.792,107.773,111.359,107.563,106.209,103.977,105.198,107.658,4.738,3.841
107.43,105.999,109.299,110.043,105.56,116.547,112.617,109.547,109.547,112.808,104.244,102.814,106.323,100.067,9.43,8.152
104.797,109.299,107.887,115.116,98.312,110.386,113.628,108.784,105.217,120.571,110.481,110.081,109.833,116.241,6.168,7.198
109.489,111.835,106.419,110.462,104.244,102.375,116.489,104.511,99.915,124.958,111.893,113.838,116.833,118.645,4.948,0.79
103.596,108.078,105.598,105.217,108.974,100.01,110.367,117.195,106.056,117.996,112.389,113.533,113.228,115.574,4.471,4.7
103.138,104.073,103.615,98.846,115.86,102.242,116.661,112.122,112.484,121.124,110.004,112.141,113.686,113.037,2.277,5.424
101.936,105.446,98.98,102.661,103.31,106.533,121.83,110.653,105.064,122.44,108.459,109.222,111.416,111.301,6.588,3.613
102.127,108.574,105.503,117.062,101.994,102.966,116.07,108.116,105.999,113.609,108.822,102.451,114.391,119.331,3.365,3.307
109.241,110.31,111.683,110.233,103.481,104.74,110.1,108.116,104.95,103.519,106.647,108.421,110.786,111.034,5.253,4.108
116.642,112.083,111.931,111.664,108.154,107.353,103.901,115.841,102.509,110.996,103.653,108.04,105.083,104.092,4.7,5.577
113.247,114.658,109.07,109.184,106.819,121.315,112.122,109.814,103.634,116.833,101.231,105.541,103.386,105.141,4.356,4.204
106.113,110.806,108.479,110.348,109.184,108.173,123.127,104.969,106.228,115.898,106.781,103.844,103.901,106.419,-1.595,7.732
108.879,112.865,105.331,110.844,108.212,100.163,117.805,109.756,107.315,112.484,106.266,115.536,115.097,111.702,5.1,5.043
104.473,108.707,102.261,108.555,102.528,102.852,107.182,109.795,101.612,115.841,117.882,117.157,114.62,118.855,6.874,7.351
98.16,106.628,102.642,107.391,96.977,108.364,102.013,108.192,116.261,112.122,112.713,114.487,114.735,116.07,6.416,4.204
103.519,105.446,102.814,103.653,96.1,117.71,111.092,111.111,109.089,122.059,109.814,108.879,109.28,110.729,6.016,3.479
105.446,104.664,105.274,119.045,102.394,107.391,116.165,116.013,105.16,113.724,106.361,106.018,108.25,109.566,4.051,8.038
100.449,109.184,109.795,108.727,111.549,105.064,112.675,111.797,103.901,114.658,105.293,110.615,105.598,111.778,8.629,4.719
111.111,111.607,108.459,108.574,102.757,107.506,112.408,103.024,104.034,116.833,108.574,110.195,110.386,112.942,7.294,6.321
114.525,119.656,109.432,111.015,100.849,103.043,112.846,95.47,115.746,112.16,103.481,109.222,112.274,109.318,-0.298,5.196
113.495,112.656,105.961,118.053,103.348,108.288,121.696,100.792,101.517,111.797,103.138,106.705,105.885,106.171,4.623,5.501
104.912,111.301,108.86,119.789,102.337,109.451,116.756,116.375,101.898,112.675,103.481,106.972,103.252,106.075,10.403,1.095
112.274,105.484,109.07,108.364,110.939,110.538,107.353,112.923,108.192,117.538,108.707,107.258,113.075,115.364,2.964,5.92
110.157,110.31,108.517,103.329,111.244,105.541,115.498,104.759,107.563,112.675,106.743,115.65,117.081,122.536,7.294,8.152
113.457,109.604,109.489,111.511,102.604,105.045,106.133,104.015,109.184,129.116,114.964,116.737,116.451,114.544,2.087,6.264
105.77,106.018,101.517,107.868,106.781,90.302,129.211,106.342,109.108,118.835,108.974,110.634,111.034,113.686,8.343,5.444
92.972,98.961,101.421,99.037,113.953,100.544,116.222,111.187,107.849,117.672,118.378,111.397,106.171,110.062,5.062,6.321
99.895,105.675,88.47,113.571,102.566,113.075,112.637,105.904,110.062,116.089,99.075,99.59,115.307,111.454,3.841,6.378
108.765,114.773,102.757,116.451,95.89,114.22,112.598,102.032,104.778,116.528,108.631,120.228,99.838,93.754,-10.807,6.13
107.468,112.865,107.62,115.421,108.784,98.484,127.991,102.852,93.735,125.282,113.152,99.934,99.724,100.258,15.705,4.108
100.163,115.669,109.261,112.122,102.814,110.901,123.108,116.566,93.124,126.369,102.547,98.579,103.252,97.435,-2.319,13.187
86.411,112.904,104.568,106.59,121.239,107.62,114.143,109.566,119.846,92.514,97.912,90.626,101.002,108.25,1.534,-12.695
91.541,101.555,87.803,100.525,108.86,107.944,110.615,103.062,100.639,119.35,107.983,95.718,112.217,120.819,8.476,5.31
103.519,105.846,103.672,114.544,96.062,99.667,125.416,108.612,105.885,123.489,110.825,115.917,121.334,103.977,0.694,-1.938
105.389,109.985,92.991,110.348,102.184,97.988,108.078,106.037,105.198,109.146,113.838,133.198,117.443,119.465,11.776,16.983
102.871,125.893,99.075,97.244,107.716,106.342,107.716,116.032,104.931,119.312,108.555,112.293,111.359,110.615,4.204,6.187
103.577,107.792,104.321,103.195,86.83,121.811,112.541,111.626,108.154,108.326,105.484,111.092,88.337,116.261,4.013,3.651
99.533,110.767,117.481,126.503,103.386,94.955,121.22,108.707,102.261,112.56,109.108,88.604,121.181,115.612,5.634,9.163
117.176,111.13,112.56,110.672,91.16,109.337,106.514,110.5,107.697,111.034,107.983,107.449,110.1,96.481,-3.521,8.839
109.318,113.686,108.059,110.233,105.618,102.737,103.577,103.195,103.157,120.247,110.748,109.432,105.999,108.459,10.269,14.904
95.776,118.244,118.912,115.498,100.677,112.808,102.966,119.751,85.323,113.228,97.301,118.931,104.149,106.018,6.454,4.719
115.04,102.795,106.628,91.675,130.26,114.067,114.944,108.059,105.98,119.77,129.745,105.923,106.094,103.214,5.863,6.989
106.228,115.784,127.151,118.549,104.874,109.814,112.503,110.062,103.519,115.04,100.792,102.432,125.759,100.792,2.525,4.929
109.222,112.026,107.162,108.288,104.263,98.293,116.127,103.844,107.849,115.364,112.141,115.746,115.936,120.667,-4.227,13.741
103.519,114.086,103.901,103.806,112.236,89.462,111.588,105.618,118.607,121.906,117.405,112.007,119.98,132.301,-2.796,6.798
96.1,121.105,93.697,115.44,101.955,116.394,99.094,105.026,117.329,106.876,102.242,105.389,116.699,114.563,-6.916,5.844
123.07,103.024,111.206,99.857,93.182,122.688,116.165,109.089,110.081,120.819,108.402,119.694,111.568,113.247,-6.039,4.49
97.836,105.808,107.487,111.874,109.814,87.402,115.822,114.277,106.514,111.263,110.291,112.942,109.68,98.77,-21.221,-4.646
122.459,138.367,98.923,108.917,107.658,104.092,105.427,118.511,105.465,120.743,113.953,102.318,112.389,112.579,1.991,0.313
85.495,107.506,105.007,106.342,119.007,103.062,112.503,102.795,110.443,113.132,99.953,109.337,106.228,105.694,3.441,9.163
112.541,120.59,125.74,102.776,102.604,106.8,119.617,98.255,113.686,109.146,105.465,99.037,95.509,104.416,5.596,4.452
107.315,109.871,108.421,114.62,92.457,139.53,112.236,108.86,103.825,117.138,101.898,101.135,102.737,104.053,11.662,2.392
109.547,108.173,109.375,119.999,103.825,108.555,120.094,114.334,101.784,116.623,107.468,106.457,110.195,114.697,3.155,7.389
109.68,110.329,106.953,107.258,108.574,98.77,111.34,109.089,106.552,113.037,114.639,115.269,113.113,120.399,6.931,3.326
104.931,109.928,110.577,102.413,103.901,102.299,111.13,100.925,111.378,111.549,114.277,115.784,118.263,118.301,6.016,4.299
102.489,95.661,103.596,107.315,98.808,105.656,112.923,101.936,119.579,118.683,102.146,112.293,114.162,114.124,3.231,5.329
101.536,103.291,98.98,113.991,96.558,112.465,121.201,109.871,109.642,117.634,105.389,108.707,109.127,109.718,3.956,5.463
103.157,107.525,105.77,118.568,99.648,108.459,116.795,116.508,100.754,112.694,106.609,109.966,107.792,111.931,5.863,-1.633
109.28,110.806,106.819,109.909,110.1,108.765,105.98,109.871,104.092,111.778,109.222,108.25,110.062,111.969,3.078,5.749
113.228,114.201,116.222,101.841,107.277,102.623,111.683,101.727,109.203,107.391,107.086,113.895,110.157,108.116,4.814,8.305
116.413,115.135,113.991,109.89,105.16,103.233,115.04,94.593,115.002,112.846,106.724,107.029,107.315,106.247,4.528,5.253
108.154,108.746,108.498,114.296,98.923,120.819,112.446,108.135,103.539,114.487,102.394,103.271,105.446,108.25,4.204,2.335
110.271,110.634,110.672,117.023,101.917,106.495,117.29,114.677,101.402,115.383,107.105,106.419,106.037,106.457,4.948,6.721
109.947,112.427,104.607,110.863,110.367,100.487,112.617,109.699,106.228,116.737,108.574,116.795,113.686,118.587,7.771,4.108
104.206,109.833,112.846,102.413,104.721,105.427,112.713,105.961,107.906,117.615,113.361,111.893,117.023,120.533,5.959,5.424
103.958,106.934,108.173,107.353,104.168,105.484,113.838,99.895,119.846,119.255,112.484,110.176,116.318,118.721,1.877,5.272
101.746,103.386,100.658,110.195,96.252,103.977,127.342,108.364,110.081,117.424,109.222,110.538,113.113,113.209,4.509,3.403
100.258,104.187,96.367,120.037,100.754,105.904,114.849,115.383,106.342,115.707,111.511,112.083,108.593,109.795,8.343,-5.009
109.261,107.83,105.579,108.44,107.01,109.795,106.876,109.146,105.598,114.086,108.364,111.053,112.007,113.819,2.583,6.416
117.138,115.536,116.241,106.705,105.541,104.988,111.721,102.242,106.724,112.007,105.007,112.179,107.315,106.857,3.384,7.885
115.078,117.214,113.552,115.612,108.116,106.037,117.748,94.574,109.566,110.157,104.95,106.285,105.312,104.168,4.528,5.615
106.552,110.863,108.383,119.427,96.558,118.702,121.468,107.01,104.13,119.026,102.356,102.146,102.68,105.56,6.34,3.937
105.923,109.413,106.228,122.803,104.568,110.252,114.296,115.841,100.658,116.852,104.263,107.258,109.051,110.882,3.422,7.217
109.165,111.092,107.43,107.658,107.658,99.247,112.446,109.261,106.667,113.686,113.457,111.759,115.116,124.367,7.294,4.128
108.44,107.182,109.375,100.086,105.026,102.184,109.833,100.487,112.026,117.443,116.661,113.609,119.064,118.645,5.672,3.784
103.195,105.961,102.757,108.517,97.416,107.658,109.203,103.176,121.029,117.081,108.021,114.449,114.925,112.999,2.239,5.749
100.639,103.539,99.094,112.236,94.975,112.274,124.119,106.285,108.784,119.541,106.228,108.593,107.334,107.944,3.689,4.642
101.421,105.541,108.364,117.405,103.691,108.822,116.623,118.397,101.059,119.141,106.38,110.577,109.108,110.844,8.209,-0.507
108.326,108.974,104.626,110.882,106.8,109.68,107.601,110.767,102.623,114.372,108.154,107.372,112.484,113.094,2.869,4.852
112.274,115.402,110.901,104.053,107.525,102.795,112.484,101.955,109.585,110.577,108.803,109.68,109.413,109.909,2.068,7.523
113.857,115.154,112.598,109.356,102.68,103.996,111.53,100.182,116.947,113.495,106.953,107.162,106.056,107.468,5.062,5.367
110.615,110.71,112.865,115.383,103.195,107.697,117.863,115.822,101.574,114.658,107.029,103.519,104.683,106.533,5.596,7.027
106.59,110.538,105.141,112.408,109.795,101.421,117.023,108.44,109.68,113.228,110.729,108.86,112.198,118.912,5.692,3.345
107.182,112.274,108.173,103.519,107.143,103.119,113.838,103.901,110.901,115.364,112.236,114.716,117.977,118.626,5.901,4.337
104.511,108.593,105.083,109.566,101.288,107.582,108.707,103.691,119.045,119.598,110.634,114.372,117.615,115.383,1.781,5.634
101.536,103.271,99.705,112.865,92.514,110.825,123.795,110.348,108.135,119.255,107.601,110.653,113.838,112.713,4.223,5.615
99.8,105.923,102.108,118.282,98.045,106.991,114.677,117.424,104.435,116.89,110.901,109.89,109.795,112.827,6.207,-3.407
106.037,106.819,104.073,108.517,107.315,107.754,107.01,111.053,104.95,111.759,110.1,108.059,114.582,113.914,2.468,5.997
110.863,112.103,114.849,104.511,106.895,103.539,113.533,102.032,110.367,108.097,109.241,113.171,109.222,107.296,4.452,9.792
113.59,115.402,115.746,112.732,106.533,107.62,116.871,96.691,114.487,112.827,105.217,106.972,104.778,104.855,5.92,5.863
108.593,113.323,108.116,117.844,96.348,121.868,116.413,108.459,104.301,114.391,102.146,101.345,104.683,107.124,5.692,3.288
107.468,108.173,106.19,121.964,105.637,108.402,115.746,114.105,102.451,115.116,105.37,106.304,105.007,105.179,2.831,7.351
104.568,112.598,104.778,109.985,109.509,98.751,115.04,111.092,106.133,115.841,108.841,114.182,106.037,124.195,6.321,3.231
108.574,110.691,109.241,100.677,106.094,101.574,109.947,101.65,111.893,121.124,113.533,112.656,117.92,121.296,4.7,3.231
105.389,106.113,104.95,107.086,98.408,107.372,106.419,107.525,117.31,116.623,109.947,111.74,120.323,116.07,4.509,9.296
103.157,103.996,100.334,113.457,91.77,117.138,119.675,107.563,109.127,118.816,109.604,110.863,108.841,108.002,4.585,5.711
101.097,108.116,112.904,112.732,103.825,107.506,121.41,115.345,101.25,116.661,110.367,111.492,107.62,108.536,3.193,1.801
106.438,109.661,106.934,108.784,110.92,106.056,111.797,109.509,103.786,114.086,106.514,108.25,110.729,107.944,2.029,5.882
109.509,112.217,107.849,109.528,107.773,102.28,111.74,100.601,99.209,115.65,109.28,113.628,109.127,110.271,5.749,10.746
112.656,112.16,111.549,111.301,99.857,106.457,108.402,106.152,110.844,118.034,107.887,112.98,109.489,110.214,4.795,4.814
108.631,110.214,110.138,98.885,115.421,114.677,111.206,106.495,105.198,118.797,102.337,108.097,112.446,109.795,3.04,4.681
103.271,111.607,119.808,104.244,106.4,109.966,122.269,115.765,101.326,112.236,101.574,106.533,114.887,93.182,10.975,5.711
105.808,109.261,110.004,115.841,101.135,96.519,120.533,91.007,108.765,111.073,109.68,105.675,115.002,119.007,2.182,12.386
107.372,107.677,107.697,110.882,104.416,105.064,110.481,90.969,103.786,107.162,113.991,111.835,117.996,117.481,6.454,8.953
93.658,104.778,110.195,108.116,100.201,105.923,109.871,116.947,99.361,128.277,124.043,119.045,114.887,115.974,4.547,19.215
92.648,111.149,122.383,102.718,105.312,113.972,116.89,110.634,120.304,103.004,115.974,94.25,112.617,130.508,5.253,2.239
101.879,103.672,128.735,82.138,89.71,96.691,122.44,109.814,103.348,119.846,108.688,102.089,110.5,103.157,0.084,20.416
99.686,94.479,104.797,110.691,108.669,100.201,88.337,98.064,86.639,116.222,112.656,108.097,105.77,112.293,3.021,14.904
107.353,122.841,104.282,119.808,111.549,94.498,108.154,109.909,103.653,115.459,131.062,109.432,118.149,97.263,5.787,9.43
115.612,118.74,113.876,109.489,106.495,98.866,98.446,109.127,111.473,113.113,116.032,115.288,118.74,108.784,10.612,23.182
110.729,115.211,107.315,104.263,117.5,96.519,111.549,111.664,100.449,113.819,102.261,106.285,118.32,104.092,20.969,6.874
106.972,111.778,121.105,112.961,111.721,101.593,128.429,131.29,91.484,111.168,105.026,104.111,103.767,89.806,2.411,6.55
131.844,105.923,105.255,114.544,101.46,107.372,107.582,100.391,110.767,124.329,101.021,104.588,116.28,116.413,2.068,19.634
110.481,111.702,110.271,117.443,99.037,104.664,106.228,110.672,92.094,139.263,115.974,130.833,117.29,118.549,3.04,5.672
101.402,99.724,109.909,122.746,96.272,97.473,108.402,117.252,100.391,121.696,126.541,120.762,99.209,121.01,2.869,4.242
100.315,105.389,112.503,104.74,106.934,119.331,112.827,111.359,109.947,115.116,109.356,111.816,120.266,97.855,2.029,2.792
103.157,102.451,104.092,108.936,95.89,91.923,144.432,100.43,105.713,115.86,109.07,101.078,108.383,121.773,-16.834,3.613
105.179,106.514,103.291,107.62,112.751,98.77,119.999,131.462,90.816,114.983,103.786,109.566,109.852,100.601,6.76,7.046
90.931,114.086,102.947,117.558,105.141,104.931,107.296,99.247,96.386,118.092,104.263,111.034,105.522,110.329,6.912,-2.892
123.356,116.032,112.637,124.271,94.955,112.637,104.168,116.394,119.942,103.901,106.895,111.549,95.718,96.882,2.239,7.504
111.549,125.397,96.348,102.108,124.958,115.822,116.699,103.596,110.348,112.675,103.844,127.228,106.342,93.639,-22.594,0.027
107.639,117.996,119.884,106.781,99.457,108.402,122.974,103.634,92.552,114.601,98.045,93.086,105.808,111.683,6.283,4.204
122.307,121.01,109.413,117.405,108.898,107.944,117.176,111.454,98.713,140.045,119.617,119.37,103.348,126.999,3.307,3.536
107.83,111.206,101.727,123.413,100.391,109.585,110.825,110.271,102.337,117.252,110.844,130.833,115.097,107.62,4.528,14.675
108.86,108.707,107.62,120.838,109.699,117.901,120.838,119.484,105.827,116.642,105.923,117.577,117.5,125.015,13.34,19.749
103.71,104.797,107.811,104.759,99.323,109.222,104.473,123.775,113.018,118.13,110.958,113.628,111.702,112.732,5.882,13.512
94.555,106.075,114.029,103.214,102.795,104.53,123.337,120.686,107.716,117.004,111.13,109.756,110.271,114.372,-0.507,3.479
94.669,97.569,104.511,109.222,110.405,101.555,115.803,109.604,106.094,111.855,108.955,110.863,113.323,111.301,5.634,5.882
110.348,113.094,102.642,110.214,103.462,105.446,109.222,110.5,101.46,113.914,112.37,110.786,109.203,112.37,8.877,6.55
112.751,116.127,107.658,114.01,103.653,110.996,100.449,111.969,109.509,113.762,107.639,106.171,110.977,101.421,5.31,3.727
110.538,114.334,116.566,100.697,118.378,111.435,113.419,108.517,105.503,110.348,100.372,103.443,106.113,106.781,-11.055,5.901
106.609,112.331,117.958,111.568,108.116,109.203,120.972,110.729,101.212,114.048,103.92,101.517,104.244,103.119,7.16,6.092
107.239,108.459,105.312,116.28,104.912,103.596,120.438,107.506,107.792,113.743,109.509,104.74,114.487,115.86,3.269,3.269
110.023,108.212,99.934,110.367,102.509,103.214,109.451,110.729,101.021,119.617,109.718,116.28,117.596,115.345,3.117,3.498
107.487,107.582,104.13,104.549,104.912,97.492,108.059,115.955,103.062,118.225,111.969,120.609,117.1,117.577,5.558,6.931
102.547,105.923,106.895,97.588,103.119,112.198,111.473,110.462,106.819,118.225,110.939,112.827,111.187,111.034,3.117,4.757
101.479,102.337,110.596,104.206,103.672,109.814,121.773,108.669,110.195,117.119,109.165,106.361,109.47,111.607,0.351,8.953
101.44,110.329,104.721,113.209,108.898,102.184,120.857,109.375,108.917,114.143,106.628,107.391,112.026,109.947,5.31,6.798
107.658,108.078,102.566,112.637,106.628,106.38,108.192,109.642,100.048,111.855,113.781,109.737,108.021,109.985,7.656,6.264
116.547,113.228,110.023,110.958,99.342,109.623,100.887,111.473,108.822,112.923,106.705,109.394,106.552,108.974,5.386,2.811
